DRA Office,ID,State,Asian 2010 Total,Asian 2010 VAP,Asian 2019 CVAP,Asian 2019 Total,Asian 2020 ACSTot,Asian 2020 CVAP,Asian 2020 Total,Asian 2020 TotalAdj,Asian 2020 VAP,AsianAlone 2019 CVAP,AsianAlone 2020 ACSTot,AsianAlone 2020 CVAP,AsianAlone 2020 NHVAP,Black 2010 Total,Black 2010 VAP,Black 2019 CVAP,Black 2019 Total,Black 2020 ACSTot,Black 2020 CVAP,Black 2020 Total,Black 2020 TotalAdj,Black 2020 VAP,BlackAlone 2010 Total,BlackAlone 2010 VAP,BlackAlone 2019 CVAP,BlackAlone 2019 Total,BlackAlone 2020 ACSTot,BlackAlone 2020 CVAP,BlackAlone 2020 NHVAP,Dem 2012 Pres,Dem 2012-2020 Comp,Dem 2014 AG,Dem 2014 Gov,Dem 2014 Sen,Dem 2016 AG,Dem 2016 Gov,Dem 2016 LtG,Dem 2016 Pres,Dem 2016 Sen,Dem 2016 SenRoff,Dem 2016-2020 Comp,Dem 2016-2021 Comp,Dem 2017 AG,Dem 2017 Gov,Dem 2017 LtG,Dem 2017 SenSp,Dem 2018 AG,Dem 2018 Gov,Dem 2018 LtG,Dem 2018 Sen,Dem 2018 SenRoff,Dem 2018 SenSp,Dem 2019 AG,Dem 2019 Gov,Dem 2019 GovRoff,Dem 2019 LtG,Dem 2020 AG,Dem 2020 Aud,Dem 2020 Gov,Dem 2020 LtG,Dem 2020 Pres,Dem 2020 Sen,Dem 2020 Sen,Dem 2020 SenSp,Dem 2020 SoS,Dem 2020 Tres,Dem 2021 AG,Dem 2021 Gov,Dem 2021 LtG,Dem 2021 SenRoff,Dem 2021 SenSpRoff,Dem_2018_AG,Dem_2018_Sen,F109,F110,Hispanic 2010 Total,Hispanic 2010 VAP,Hispanic 2019 CVAP,Hispanic 2019 Total,Hispanic 2020 ACSTot,Hispanic 2020 CVAP,Hispanic 2020 NHVAP,Hispanic 2020 Total,Hispanic 2020 TotalAdj,Hispanic 2020 VAP,Label,Native 2010 Total,Native 2010 VAP,Native 2019 CVAP,Native 2019 Total,Native 2020 ACSTot,Native 2020 CVAP,Native 2020 Total,Native 2020 TotalAdj,Native 2020 VAP,NativeAlone 2010 Total,NativeAlone 2010 VAP,NativeAlone 2019 CVAP,NativeAlone 2019 Total,NativeAlone 2020 ACSTot,NativeAlone 2020 CVAP,NativeAlone 2020 NHVAP,OtherAlone 2019 CVAP,OtherAlone 2020 ACSTot,OtherAlone 2020 CVAP,OtherAlone 2020 NHVAP,Pacific 2010 Total,Pacific 2010 VAP,Pacific 2019 CVAP,Pacific 2019 Total,Pacific 2020 ACSTot,Pacific 2020 CVAP,Pacific 2020 Total,Pacific 2020 TotalAdj,Pacific 2020 VAP,PacificAlone 2020 ACSTot,PacificAlone 2020 CVAP,PacificAlone 2020 NHVAP,Rep 2012 Pres,Rep 2012-2020 Comp,Rep 2014 AG,Rep 2014 Gov,Rep 2014 Sen,Rep 2016 AG,Rep 2016 Gov,Rep 2016 LtG,Rep 2016 Pres,Rep 2016 Sen,Rep 2016 SenRoff,Rep 2016-2020 Comp,Rep 2016-2021 Comp,Rep 2017 AG,Rep 2017 Gov,Rep 2017 LtG,Rep 2017 SenSp,Rep 2018 AG,Rep 2018 Gov,Rep 2018 LtG,Rep 2018 Sen,Rep 2018 SenRoff,Rep 2018 SenSp,Rep 2019 AG,Rep 2019 Gov,Rep 2019 GovRoff,Rep 2019 LtG,Rep 2020 AG,Rep 2020 Aud,Rep 2020 Gov,Rep 2020 LtG,Rep 2020 Pres,Rep 2020 Sen,Rep 2020 Sen,Rep 2020 SenSp,Rep 2020 SoS,Rep 2020 Tres,Rep 2021 AG,Rep 2021 Gov,Rep 2021 LtG,Rep 2021 SenRoff,Rep 2021 SenSpRoff,Rep_2018_AG,Rep_2018_Sen,Total 2010 Total,Total 2010 VAP,Total 2012 Pres,Total 2012-2020 Comp,Total 2014 AG,Total 2014 Gov,Total 2014 Sen,Total 2016 AG,Total 2016 Gov,Total 2016 LtG,Total 2016 Pres,Total 2016 Sen,Total 2016 SenRoff,Total 2016-2020 Comp,Total 2016-2021 Comp,Total 2017 AG,Total 2017 Gov,Total 2017 LtG,Total 2017 SenSp,Total 2018 AG,Total 2018 Gov,Total 2018 LtG,Total 2018 Sen,Total 2018 SenRoff,Total 2018 SenSp,Total 2019 AG,Total 2019 CVAP,Total 2019 Gov,Total 2019 GovRoff,Total 2019 LtG,Total 2019 Total,Total 2020 ACSTot,Total 2020 AG,Total 2020 Aud,Total 2020 CVAP,Total 2020 Gov,Total 2020 LtG,Total 2020 NHVAP,Total 2020 Pres,Total 2020 Sen,Total 2020 Sen,Total 2020 SenSp,Total 2020 SoS,Total 2020 Total,Total 2020 TotalAdj,Total 2020 Tres,Total 2020 VAP,Total 2021 AG,Total 2021 Gov,Total 2021 LtG,Total 2021 SenRoff,Total 2021 SenSpRoff,Total_2018_AG,Total_2018_Sen,TwoOrMore 2019 CVAP,TwoOrMore 2020 ACSTot,TwoOrMore 2020 NHVAP,White 2010 Total,White 2010 VAP,White 2019 CVAP,White 2019 Total,White 2020 ACSTot,White 2020 CVAP,White 2020 NHVAP,White 2020 Total,White 2020 TotalAdj,White 2020 VAP
Representative,12,GA,14201,10540,8085,17040,17992,8695,20401,,15023,6671,12511,0,11446,273560,193209,208228,288301,292133,210568,294961,,215958,0,0,205180,0,276345,0,206189,,,,,,,,,121481,102572,,124970,,,,,,115301,117624,110618,,,,,,,,,,,,151132,,144641,144881,,,,,,136498,136968,,,,,31526,20394,18589,39559,40927,19164,28628,43065,,28628,12,5455,3864,2980,5380,6110,3550,13325,,9842,0,0,1175,0,1119,0,1278,1059,2794,0,1744,1414,889,481,1620,1748,512,2033,,1312,846,0,595,,,,,,,,,159486,159289,,166138,,,,,,152479,154752,150470,,,,,,,,,,,,185716,,185293,182735,,,,,,166082,165678,,,720721,541695,,,,,,,,,287771,270261,,295121,,,,,,267780,274346,261088,,,,,559703,,,,750923,756569,,,564746,,,588119,340904,,337104,334478,,765136,,,588119,,,,302580,302646,,,0,18664,16845,400595,316140,320654,403694,403363,321569,321394,398843,,321394
Representative,13,GA,25034,18013,14993,30263,30326,14757,28728,,22023,14475,25956,0,19433,408755,279222,332325,483237,491387,342535,520094,,383663,0,0,327492,0,468421,0,366438,,,,,,,,,214727,191617,,232677,,,,,,221147,226395,215225,,,,,,,,,,,,273969,,268270,270966,,,,,,260393,261437,,,,,72262,43760,26907,86567,86456,29494,60467,93554,,60467,13,6600,4418,3068,5696,5679,3109,13404,,9829,0,0,645,0,708,0,1090,2190,4076,0,3498,1162,758,224,876,1091,250,1126,,768,324,0,280,,,,,,,,,60920,67746,,61149,,,,,,54850,52639,53093,,,,,,,,,,,,66453,,64775,63140,,,,,,56001,55013,,,667084,476901,,,,,,,,,281922,267962,,297862,,,,,,275997,280599,268318,,,,,497147,,,,734031,742619,,,508829,,,574789,343834,,340449,340815,,765137,,,574789,,,,316394,316450,,,0,16675,15423,165930,137783,118746,143157,140013,118077,108160,125106,,108160
Representative,14,GA,9362,6278,5522,12039,11547,5150,12449,,8676,4647,7936,0,6773,89710,59137,71521,108608,113395,74687,118694,,82708,0,0,69179,0,98220,0,76062,,,,,,,,,73390,64518,,81374,,,,,,74231,73717,71518,,,,,,,,,,,,104544,,100811,99862,,,,,,94522,95005,,,,,75984,44270,30259,91194,93954,33639,61247,97086,,61247,14,6596,4584,3950,7529,8736,4073,21851,,15968,0,0,1141,0,909,0,1330,767,1480,0,1851,1024,623,160,822,775,118,1044,,647,119,0,255,,,,,,,,,191728,179904,,196352,,,,,,171848,175129,169396,,,,,,,,,,,,232183,,227466,224765,,,,,,199304,198787,,,719229,526424,,,,,,,,,273208,256387,,282886,,,,,,246079,251274,240914,,,,,532926,,,,752032,760233,,,542235,,,579058,341010,,337292,333364,,765135,,,579058,,,,293826,293792,,,0,18771,18510,541309,414118,421081,538992,538837,424063,413030,520854,,413030
Representative,1,HI,459606,359798,276613,480454,478173,278782,495204,,398963,255604,345923,0,311777,21557,13708,13736,27837,28028,14117,26105,,18240,0,0,11831,0,14925,0,10927,,,,,,,,,131565,150399,,138613,,,,,,,120352,,130493,,,,,,,,,,,178661,,,,,,,,,,,,,,,46881,30423,38967,61788,61845,38322,38697,56401,,38697,1,12415,6500,2719,12407,11471,2816,16141,,10962,0,0,436,0,571,0,591,54708,1000,0,1530,134976,86587,29171,148768,148359,29143,153851,,104993,52215,0,40492,,,,,,,,,63534,45566,,63712,,,,,,,60844,,55461,,,,,,,,,,,96350,,,,,,,,,,,,,677354,536935,,,,,,,,,208431,203095,,208444,,,,,,,187278,,185954,,,,506538,,,,707832,703704,,,506549,,,585659,279671,,,,,726395,,,585659,,,,,,,,0,120306,87432,111630,97896,90961,109673,106920,89680,94213,107302,,94213
Representative,2,HI,321362,229767,149121,322097,325093,150615,328939,,247592,130814,176202,0,146491,17263,9825,10323,22756,23258,10318,20678,,13744,0,0,8165,0,10205,0,7132,,,,,,,,,135326,156205,,145617,,,,,,,124582,,145823,,,,,,,,,,,187469,,,,,,,,,,,,,,,73961,45151,48154,87330,90721,50861,54410,82522,,54410,2,21055,10954,5466,22105,20920,5242,25387,,17167,0,0,1319,0,1529,0,1409,73682,1539,0,2694,220840,137452,53849,221188,226644,54477,240251,,159458,84831,0,64726,,,,,,,,,65313,47087,,68365,,,,,,,70875,,56574,,,,,,,,,,,100514,,,,,,,,,,,,,682947,519548,,,,,,,,,220506,213467,,222689,,,,,,,203565,,202397,,,,511211,,,,714262,716370,,,513990,,,570246,294798,,,,,728876,,,570246,,,,,,,,0,151902,111973,197713,171634,171070,203049,199440,170404,181411,207063,,181411
Representative,1,IA,17709,12816,8873,23214,25330,9820,22864,,16682,7408,20127,0,13903,32726,18914,21778,43007,44312,21740,48473,,29258,0,0,19388,0,33262,0,24342,,,,,,,,,177850,152868,,178702,,,,,,219794,168102,,,,,,,,,,,,,203400,,202707,,,,,,,,,,,,,33272,20060,21128,41500,42734,21939,28937,44931,,28937,1,5527,3720,4048,6167,6088,3960,13767,,9848,0,0,1377,0,1309,0,1100,645,934,0,1551,784,482,271,1117,1063,236,1222,,807,437,0,323,,,,,,,,,189883,219345,,190147,,,,,,0,154768,,,,,,,,,,,,,215742,,206547,,,,,,,,,,,766411,587445,,,,,,,,,396627,389411,,380093,,,,,,286732,329677,,,,,,591055,,,,790114,792897,,,593245,,,618402,428058,,422667,,,797584,,,618402,,,,,,,,0,18218,17544,679557,532855,534630,677798,675876,535165,530702,665052,,530702
Representative,2,IA,10960,7296,6334,15327,16523,6715,16298,,11217,5255,12252,0,9058,31411,17570,20759,40690,41940,20892,49037,,29445,0,0,18453,0,30952,0,24861,,,,,,,,,180282,149452,,178686,,,,,,236578,168819,,,,,,,,,,,,,203246,,202628,,,,,,,,,,,,,20356,11895,11631,25851,26917,12517,18656,29975,,18656,2,5981,3726,3767,7018,7350,3965,13119,,9006,0,0,2296,0,2670,0,1768,673,1021,0,1254,1249,719,351,1995,2129,433,3145,,1906,1478,0,1410,,,,,,,,,198955,237357,,201632,,,,,,0,168295,,,,,,,,,,,,,222312,,214587,,,,,,,,,,,781806,598133,,,,,,,,,408684,403428,,391900,,,,,,305043,346173,,,,,,598130,,,,790873,791040,,,598759,,,617226,434421,,430308,,,797589,,,617226,,,,,,,,0,17093,14743,714498,558031,554800,703039,698657,553691,545476,685368,,545476
Representative,3,IA,21094,14031,12704,32739,34654,14208,37396,,25010,11027,28656,0,22045,34278,19974,22881,45856,47888,23545,51400,,30959,0,0,20295,0,36730,0,26292,,,,,,,,,165874,138774,,174777,,,,,,226141,169831,,,,,,,,,,,,,205591,,201285,,,,,,,,,,,,,44025,25568,20829,54904,56663,22461,39637,64482,,39637,3,5269,3393,3160,6331,6632,3586,13449,,9498,0,0,1105,0,1180,0,1242,638,575,0,1681,943,581,315,1479,1512,369,1955,,1151,714,0,615,,,,,,,,,177108,210612,,184612,,,,,,0,155213,,,,,,,,,,,,,207043,,203183,,,,,,,,,,,707341,528290,,,,,,,,,370224,364941,,370483,,,,,,294010,331738,,,,,,551905,,,,771689,780461,,,560093,,,600958,421197,,416839,,,797551,,,600958,,,,,,,,0,19102,16132,604990,466165,491920,635698,636841,495454,493314,628821,,493314
Representative,4,IA,14749,10727,7781,21284,21389,8012,20303,,15041,6432,17838,0,11766,14810,8284,10299,20424,21967,11391,24078,,14474,0,0,8398,0,13368,0,11301,,,,,,,,,129663,108367,,129693,,,,,,198018,124235,,,,,,,,,,,,,146824,,148239,,,,,,,,,,,,,53891,30814,24747,66056,68093,26375,46874,76598,,46874,4,7734,4709,4647,8196,8207,4648,15623,,10365,0,0,2647,0,2896,0,2552,561,703,0,1293,871,525,380,1755,1642,389,3751,,2764,1015,0,1099,,,,,,,,,235036,258693,,227818,,,,,,0,188999,,,,,,,,,,,,,252575,,240680,,,,,,,,,,,790797,604494,,,,,,,,,390493,383255,,366778,,,,,,265114,320048,,,,,,579950,,,,786832,785613,,,579754,,,613517,407195,,402014,,,797645,,,613517,,,,,,,,0,15128,14355,702078,550924,532110,673517,666572,528790,524277,658960,,524277
Representative,1,ID,12158,7682,8107,18788,18749,8959,21566,,14311,5379,9235,0,8584,6449,3103,4091,9643,10003,4276,11407,,6356,0,0,2627,0,4119,0,3548,,,,,,,,,86264,84689,,104984,,,,,,92205,105235,107649,,,,,,,,,,,,132143,,131228,,,,,,,,,,,,,77000,44344,47038,96571,100493,49941,68233,108783,,68233,1,19100,12815,13129,22379,22799,13541,35261,,24703,0,0,7836,0,10432,0,7090,1472,1926,0,3325,2530,1459,920,4003,3628,940,4623,,2781,1360,0,1132,,,,,,,,,220999,234541,,242354,,,,,,205453,195629,194262,,,,,,,,,,,,302954,,294802,,,,,,,,,,,754239,550089,,,,,,,,,344546,338900,,361173,,,,,,297658,306150,301911,,,,,621232,,,,854835,876968,,,640279,,,692128,447601,,443534,,,919553,,,692128,,,,,,,,0,23571,27962,642486,483264,546660,711939,725833,561537,572254,735930,,572254
Representative,2,ID,17540,11850,9410,21957,23846,10147,25947,,18051,6502,14368,0,12424,9491,5093,4952,10810,11343,5534,16238,,9691,0,0,3692,0,6439,0,6398,,,,,,,,,103501,103560,,125093,,,,,,111077,125846,132706,,,,,,,,,,,,154878,,154636,,,,,,,,,,,,,98901,58442,50340,118905,122474,53661,83467,130624,,83467,2,17285,11234,10916,19750,20843,11477,30291,,20822,0,0,6786,0,8434,0,6845,1263,1309,0,2602,2564,1565,534,3716,3959,804,4670,,2945,1251,0,1310,,,,,,,,,188056,214476,,206911,,,,,,179338,166031,162245,,,,,,,,,,,,251165,,243644,,,,,,,,,,,813343,588421,,,,,,,,,345887,340043,,349461,,,,,,290416,298981,294951,,,,,599083,,,,862915,877399,,,615061,,,684272,419680,,416293,,,919553,,,684272,,,,,,,,0,21427,22014,673757,503265,521794,695944,701696,531866,549212,714593,,549212
Representative,1,IL,14827,11242,8574,18912,19699,9074,19761,,15438,7296,14260,0,12735,409751,303839,293501,387924,385238,293775,390300,,306380,0,0,290579,0,372985,0,295920,,,,,,,,,258515,254515,,234119,,,,,,204360,203209,,,,,,,,,,,,,260608,,223907,,,,,,,,,,,,,51366,31620,31142,61488,63835,33367,46406,69410,,46406,1,5216,3670,2243,5165,4577,2020,11292,,8185,0,0,533,0,405,0,678,1551,1586,0,1829,527,340,42,470,505,9,736,,528,14,0,85,,,,,,,,,86153,83084,,85107,,,,,,77225,69598,,,,,,,,,,,,,103962,,92507,,,,,,,,,,,759160,564424,,,,,,,,,359512,353936,,336031,,,,,,287278,285466,,,,,,557661,,,,753203,751107,,,559311,,,589021,369706,,366608,,,753677,,,589021,,,,,,,,0,14520,13555,285112,218160,221482,286382,283491,220450,217813,271776,,217813
Representative,2,IL,8619,6406,5076,10643,10956,5556,10218,,7783,4403,7374,0,5878,371372,257367,272237,380305,380061,270970,374697,,280964,0,0,269003,0,364864,0,269405,,,,,,,,,228009,224464,,207370,,,,,,176677,177254,,,,,,,,,,,,,231875,,207503,,,,,,,,,,,,,98914,62633,50740,107585,106834,53387,77611,115115,,77611,2,6886,4653,2657,5735,5684,2821,14600,,10704,0,0,818,0,942,0,843,1809,1699,0,2005,622,388,98,500,591,144,840,,615,92,0,116,,,,,,,,,88360,86188,,83285,,,,,,75932,65933,,,,,,,,,,,,,98019,,86154,,,,,,,,,,,790252,582584,,,,,,,,,330104,325352,,304273,,,,,,257633,256550,,,,,,562551,,,,776543,771798,,,562058,,,580993,334633,,331624,,,753677,,,580993,,,,,,,,0,14626,14422,314267,256660,230692,279979,275382,228129,210713,251234,,210713
Representative,3,IL,45788,34682,32126,55719,54024,31199,55607,,43017,29995,45098,0,37811,50286,33272,26456,46044,50335,28144,49086,,35538,0,0,24618,0,35743,0,27136,,,,,,,,,184409,170245,,175294,,,,,,145982,145823,,,,,,,,,,,,,207606,,197608,,,,,,,,,,,,,359288,239540,167163,356883,347212,168588,257871,356863,,257871,3,9839,6596,2037,7669,9117,2070,27342,,20324,0,0,474,0,547,0,685,889,2255,0,2029,1433,1040,139,957,1190,75,1369,,1026,81,0,119,,,,,,,,,65684,74043,,70541,,,,,,64646,60022,,,,,,,,,,,,,84237,,75237,,,,,,,,,,,766672,569944,,,,,,,,,267054,260447,,258170,,,,,,216456,216417,,,,,,471511,,,,762390,755949,,,474538,,,588880,297753,,293812,,,753677,,,588880,,,,,,,,0,13794,11381,318683,265394,242928,310619,311235,243668,251848,294530,,251848
Representative,4,IL,23208,17208,17357,31954,34193,18049,34697,,26345,16379,29349,0,23568,45198,32796,29405,42998,41943,28295,43251,,32793,0,0,28841,0,34901,0,27600,,,,,,,,,164935,152206,,150452,,,,,,120814,122954,,,,,,,,,,,,,175347,,166095,,,,,,,,,,,,,476642,306667,212231,476942,468106,221041,356197,500949,,356197,4,8529,5660,1176,7727,8538,1164,36994,,27272,0,0,338,0,436,0,591,323,589,0,1462,838,591,4,530,562,4,907,,660,17,0,83,,,,,,,,,49530,55238,,51994,,,,,,48610,43968,,,,,,,,,,,,,62773,,52298,,,,,,,,,,,756005,531705,,,,,,,,,227807,221636,,212673,,,,,,174214,174494,,,,,,410367,,,,736784,723063,,,415585,,,563323,242648,,239214,,,753677,,,563323,,,,,,,,0,5751,6164,215368,176630,149934,190467,183918,146426,147658,176438,,147658
Representative,5,IL,71337,54949,46835,87420,90864,46300,94572,,72694,42699,75892,0,65427,20645,15621,17079,24927,26083,17163,26813,,20617,0,0,15274,0,18663,0,15415,,,,,,,,,235988,207045,,227585,,,,,,194980,190865,,,,,,,,,,,,,277279,,259059,,,,,,,,,,,,,74272,53259,49615,83442,83561,50102,65900,88320,,65900,5,4173,3000,2280,4935,4935,2071,9935,,7407,0,0,739,0,562,0,549,970,1814,0,2081,935,719,241,1306,1368,280,956,,730,393,0,128,,,,,,,,,98390,128815,,112661,,,,,,107937,107094,,,,,,,,,,,,,117413,,116113,,,,,,,,,,,713964,583834,,,,,,,,,360070,353230,,355241,,,,,,310118,309977,,,,,,551699,,,,743195,742175,,,548896,,,618186,402055,,397321,,,753677,,,618186,,,,,,,,0,20026,15582,547476,458982,434730,547380,541266,431915,453104,537619,,453104
Representative,6,IL,42436,30993,27082,51159,53423,27456,52603,,38785,25439,44651,0,34813,37143,25462,31552,46554,45764,31316,47441,,34837,0,0,30272,0,39036,0,31169,,,,,,,,,180640,175274,,179368,,,,,,149815,148104,,,,,,,,,,,,,216291,,206383,,,,,,,,,,,,,73585,47744,52688,96273,99281,54084,70055,102698,,70055,6,3771,2528,1225,3275,3540,1122,11028,,7954,0,0,234,0,364,0,529,692,906,0,1689,669,491,82,961,782,69,733,,548,86,0,108,,,,,,,,,151235,154989,,152323,,,,,,140469,133057,,,,,,,,,,,,,173135,,160979,,,,,,,,,,,739834,572079,,,,,,,,,356452,350831,,348484,,,,,,297918,297905,,,,,,541154,,,,745783,744686,,,540708,,,593478,396781,,393059,,,753677,,,593478,,,,,,,,0,15056,12242,585844,466730,427762,552115,545291,426260,442873,543039,,442873
Representative,7,IL,51220,43184,33585,64189,68409,37016,73832,,62079,31472,60350,0,56794,385749,276008,249685,332250,320827,244191,340341,,261207,0,0,246359,0,307640,0,249723,,,,,,,,,272562,252593,,242294,,,,,,208930,207686,,,,,,,,,,,,,274990,,237186,,,,,,,,,,,,,73442,50997,47890,89669,97838,51172,84153,118529,,84153,7,4987,3667,1981,4882,4939,2027,12023,,8953,0,0,516,0,639,0,672,1050,2563,0,2465,761,597,99,893,1045,132,1009,,752,149,0,132,,,,,,,,,31019,45487,,38173,,,,,,38590,35743,,,,,,,,,,,,,41089,,38700,,,,,,,,,,,704244,543405,,,,,,,,,317580,310441,,294046,,,,,,252380,251218,,,,,,519453,,,,705138,704721,,,521945,,,607675,321152,,317409,,,753677,,,607675,,,,,,,,0,16377,14953,197707,174770,185875,221000,219153,186870,198783,222189,,198783
Representative,8,IL,93655,68500,55287,104899,106979,57981,117924,,88874,53601,97678,0,83893,35907,22159,22600,40281,43062,24633,41348,,27923,0,0,20940,0,33402,0,23359,,,,,,,,,158507,149568,,153410,,,,,,123383,118119,,,,,,,,,,,,,189421,,181580,,,,,,,,,,,,,151370,95296,69785,171242,174116,72456,121507,179147,,121507,8,6867,4291,1957,7727,7718,1898,17357,,12304,0,0,524,0,714,0,609,1198,1736,0,1740,872,607,268,1468,1422,202,1050,,759,262,0,107,,,,,,,,,113058,118835,,117102,,,,,,102109,99734,,,,,,,,,,,,,138008,,130942,,,,,,,,,,,732589,550827,,,,,,,,,290368,285457,,283301,,,,,,231662,231754,,,,,,490633,,,,744561,744154,,,492703,,,586513,333617,,328662,,,753677,,,586513,,,,,,,,0,16319,12627,452908,364589,339629,428542,419930,334285,342671,410205,,342671
Representative,9,IL,102040,78428,61695,117110,117007,61165,125905,,97378,57441,101392,0,90365,71750,53205,45187,74001,77502,45681,76904,,58940,0,0,42695,0,66478,0,51150,,,,,,,,,233480,210876,,224211,,,,,,193399,190173,,,,,,,,,,,,,265636,,251648,,,,,,,,,,,,,86608,58962,43804,92684,93117,46228,70826,98038,,70826,9,5644,3987,2312,5181,5765,2280,12479,,9307,0,0,814,0,848,0,719,1235,1999,0,2885,1048,802,257,1367,1247,258,1154,,877,192,0,145,,,,,,,,,88297,108972,,98100,,,,,,90375,88679,,,,,,,,,,,,,108344,,104057,,,,,,,,,,,727302,573728,,,,,,,,,342357,336087,,335078,,,,,,289889,289423,,,,,,513944,,,,739805,739275,,,516362,,,607511,380325,,374747,,,753677,,,607511,,,,,,,,0,23401,17300,467806,382788,359714,456021,451843,359702,374121,446387,,374121
Representative,10,IL,52358,36538,30437,64504,64434,32212,70016,,50164,28269,56169,0,45716,54828,36099,36345,56067,56378,36240,58457,,41054,0,0,34212,0,46339,0,35444,,,,,,,,,186067,161532,,175900,,,,,,145543,138505,,,,,,,,,,,,,220431,,203166,,,,,,,,,,,,,147398,91084,64014,159641,161031,69153,122070,180649,,122070,10,6768,4378,2486,6548,7597,2442,17967,,12712,0,0,817,0,1216,0,709,1383,2430,0,2518,1066,725,84,1213,1055,130,1379,,979,244,0,256,,,,,,,,,112732,142773,,124823,,,,,,114453,114716,,,,,,,,,,,,,128452,,135933,,,,,,,,,,,744923,542632,,,,,,,,,322655,319688,,313534,,,,,,266334,266200,,,,,,495715,,,,740489,737382,,,500521,,,575610,355626,,353434,,,753677,,,575610,,,,,,,,0,16552,14393,490616,377831,361179,460105,453397,359497,354504,436320,,354504
Representative,11,IL,53936,36550,31870,64166,67852,33168,72264,,51448,29648,58591,0,47403,50860,32411,34684,54267,54627,34050,54717,,37948,0,0,32247,0,44315,0,33349,,,,,,,,,171819,159740,,170742,,,,,,140853,134587,,,,,,,,,,,,,215293,,201940,,,,,,,,,,,,,127169,78005,59671,138972,139824,64536,94482,142376,,94482,11,5073,3177,2044,5031,5718,2060,14862,,10326,0,0,485,0,458,0,560,906,1211,0,1772,741,485,32,752,877,63,912,,612,168,0,137,,,,,,,,,136492,148882,,143082,,,,,,131364,127439,,,,,,,,,,,,,157092,,157287,,,,,,,,,,,742917,537905,,,,,,,,,332333,329632,,329510,,,,,,279393,279096,,,,,,520684,,,,758922,757555,,,523088,,,574787,380397,,378177,,,753677,,,574787,,,,,,,,0,16444,14441,511509,390346,391782,503261,496556,388872,382643,474649,,382643
Representative,12,IL,8310,5869,4521,10761,10979,4979,11612,,8335,3316,7172,0,6214,45970,32995,34422,49103,48795,34272,46547,,32744,0,0,32641,0,40256,0,28990,,,,,,,,,95310,140794,,106527,,,,,,88656,99002,,,,,,,,,,,,,106247,,116838,,,,,,,,,,,,,16336,10797,10843,19575,20009,11314,13972,21152,,13972,12,5733,4319,3638,5286,5796,4127,16196,,12005,0,0,1197,0,1062,0,1289,798,1075,0,1247,719,443,128,1055,1169,131,1069,,680,158,0,162,,,,,,,,,251552,200753,,223154,,,,,,195988,169230,,,,,,,,,,,,,270231,,250988,,,,,,,,,,,781076,607024,,,,,,,,,366997,358816,,343373,,,,,,294010,296839,,,,,,589890,,,,762886,759266,,,588264,,,589350,383343,,377656,,,753677,,,589350,,,,,,,,0,15204,18561,706186,553841,535926,679554,674337,532954,518915,654662,,518915
Representative,13,IL,28617,23126,14127,35442,35792,14725,38751,,32027,12501,30593,0,28192,165499,109193,112813,167964,167897,113265,175650,,120909,0,0,108708,0,152106,0,112121,,,,,,,,,176530,188108,,175774,,,,,,148011,153653,,,,,,,,,,,,,195381,,193820,,,,,,,,,,,,,25649,17213,15909,30349,31227,16689,25560,37204,,25560,13,6021,4395,4267,7197,6490,3786,16186,,12223,0,0,1228,0,1039,0,1215,945,1726,0,1930,1022,738,201,710,884,297,1166,,768,245,0,205,,,,,,,,,147579,136367,,137489,,,,,,130402,107866,,,,,,,,,,,,,155133,,148459,,,,,,,,,,,784559,608593,,,,,,,,,348727,342830,,328627,,,,,,286293,286075,,,,,,582156,,,,768413,766460,,,582369,,,595719,358871,,355839,,,753677,,,595719,,,,,,,,0,22238,22634,561859,456335,434581,531466,527282,433035,403862,486087,,403862
Representative,14,IL,32593,21320,20291,41812,44529,22178,46311,,31975,18344,35685,0,28713,71067,46150,54173,81626,82378,54336,83511,,57426,0,0,52021,0,68995,0,51597,,,,,,,,,157151,156797,,158001,,,,,,131609,128857,,,,,,,,,,,,,191041,,182928,,,,,,,,,,,,,144232,86820,73977,164796,165673,77529,113236,172070,,113236,14,5453,3508,1976,7436,7839,2174,17724,,12358,0,0,507,0,686,0,616,715,888,0,1515,585,360,130,538,1145,342,804,,543,488,0,94,,,,,,,,,130645,127940,,128566,,,,,,113925,105561,,,,,,,,,,,,,151038,,143025,,,,,,,,,,,740358,528534,,,,,,,,,310095,305049,,301845,,,,,,252790,251892,,,,,,514706,,,,753889,754821,,,518611,,,564317,349032,,345740,,,753677,,,564317,,,,,,,,0,18390,14865,493265,373617,363734,467961,464028,361436,353681,443276,,353681
Representative,15,IL,6279,4198,3849,7768,8091,4156,8898,,6073,2904,4888,0,4377,25469,18199,19638,28853,30995,20237,29684,,20045,0,0,18045,0,24056,0,16974,,,,,,,,,102580,126709,,106549,,,,,,85324,90031,,,,,,,,,,,,,117022,,125917,,,,,,,,,,,,,15152,9845,9729,18025,18007,10009,14321,21163,,14321,15,4578,3379,3841,6121,5103,3548,14224,,10541,0,0,1208,0,1087,0,1063,422,534,0,1252,450,279,168,860,1193,293,928,,594,460,0,196,,,,,,,,,244940,218700,,227061,,,,,,206710,168351,,,,,,,,,,,,,270205,,253318,,,,,,,,,,,787775,611283,,,,,,,,,370924,365382,,350599,,,,,,300985,302590,,,,,,596238,,,,765763,760504,,,592039,,,592293,395364,,390724,,,753677,,,592293,,,,,,,,0,13242,16014,736960,576044,558857,706581,698209,553710,538096,676214,,538096
