Merge Index,index,Candidate,State,Office,District,Party,Candidate_processed,Last_name,District_processed,State_processed,FEC_index,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ID,Committee_ID_Grabbed
520,521,Stuart N. Ray,Kentucky,Representative,3,GOP,Stuart N. Ray,RAY,3,KY,1131,"RAY, STUART N.",REP,H2KY03214,
521,522,Thomas Massie,Kentucky,Representative,4,GOP,Thomas Massie,MASSIE,4,KY,1138,"MASSIE, THOMAS H.",REP,H2KY04121,
522,523,"Harold ""Hal"" Rogers",Kentucky,Representative,5,GOP,"Harold ""Hal"" Rogers",ROGERS,5,KY,1141,"ROGERS, HAROLD DALLAS",REP,H0KY05015,
523,524,Andy Barr,Kentucky,Representative,6,GOP,Andy Barr,BARR,6,KY,1148,"BARR, GARLAND ANDY",REP,H0KY06104,
524,525,Jo Rae Perkins,Oregon,Senator,N/A,GOP,Jo Rae Perkins,PERKINS,0,OR,3743,"PERKINS, JO RAE",REP,S4OR00156,
525,526,Christopher A. Mann,Oregon,Representative,1,GOP,Christopher A. Mann,MANN,1,OR,NA,NA,NA,H2OR01273,
526,527,Cliff S. Bentz,Oregon,Representative,2,GOP,Cliff S. Bentz,BENTZ,2,OR,2276,"BENTZ, CLIFF",REP,H0OR02127,
527,528,Joanna Harbour,Oregon,Representative,3,GOP,Joanna Harbour,HARBOUR,3,OR,2281,"HARBOUR, JOANNA",REP,H0OR03174,
528,529,Alek Skarlatos,Oregon,Representative,4,GOP,Alek Skarlatos,SKARLATOS,4,OR,2291,"SKARLATOS, ALEK",REP,H0OR04107,
529,530,Lori Chavez-DeRemer,Oregon,Representative,5,GOP,Lori Chavez-DeRemer,CHAVEZ-DEREMER,5,OR,2298,"CHAVEZ-DEREMER, LORI",REP,H2OR05209,
530,531,Mike Erickson,Oregon,Representative,6,GOP,Mike Erickson,ERICKSON,6,OR,2316,"ERICKSON, MIKE",REP,H2OR06124,
531,532,Mike Crapo,Idaho,Senator,N/A,GOP,Mike Crapo,CRAPO,0,ID,3438,"CRAPO, MICHAEL D",REP,S8ID00027,
532,533,Russ Fulcher,Idaho,Representative,1,GOP,Russ Fulcher,FULCHER,1,ID,885,"FULCHER, RUSSELL",REP,H8ID01124,
533,534,Mike Simpson,Idaho,Representative,2,GOP,Mike Simpson,SIMPSON,2,ID,891,"SIMPSON, MICHAEL",REP,H8ID02064,
534,535,Ted Budd,North Carolina,Senator,N/A,GOP,Ted Budd,BUDD,0,NC,3603,"BUDD, THEODORE P",REP,S2NC00505,
535,536,Sandy Smith,North Carolina,Representative,1,GOP,Sandy Smith,SMITH,1,NC,1581,"SMITH, SANDY",REP,H0NC03149,
536,537,Christine E. Villaverde,North Carolina,Representative,2,GOP,Christine E. Villaverde,VILLAVERDE,2,NC,1593,"VILLAVERDE, CHRISTINE",REP,H2NC08235,
537,538,Greg Murphy,North Carolina,Representative,3,GOP,Greg Murphy,MURPHY,3,NC,1600,"MURPHY, GREGORY FRANCIS DR.",REP,H0NC03172,
538,539,Courtney Geels,North Carolina,Representative,4,GOP,Courtney Geels,GEELS,4,NC,1620,"GEELS, COURTNEY JOELE",REP,H2NC13185,
539,540,Virginia Foxx,North Carolina,Representative,5,GOP,Virginia Foxx,FOXX,5,NC,1624,"FOXX, VIRGINIA ANN",REP,H4NC05146,
540,541,Christian Castelli,North Carolina,Representative,6,GOP,Christian Castelli,CASTELLI,6,NC,1634,"CASTELLI, ROBERT CHRISTIAN",REP,H2NC07161,
541,542,David Rouzer,North Carolina,Representative,7,GOP,David Rouzer,ROUZER,7,NC,1642,"ROUZER, DAVID CHESTON",REP,H2NC07096,
542,543,Dan Bishop,North Carolina,Representative,8,GOP,Dan Bishop,BISHOP,8,NC,1647,"BISHOP, JAMES DANIEL",REP,H0NC09187,
543,544,Richard Hudson,North Carolina,Representative,9,GOP,Richard Hudson,HUDSON,9,NC,1654,"HUDSON, RICHARD L. JR.",REP,H2NC08185,
544,545,Patrick McHenry,North Carolina,Representative,10,GOP,Patrick McHenry,MCHENRY,10,NC,1661,"MCHENRY, PATRICK TIMOTHY",REP,H4NC10047,
545,546,Chuck Edwards,North Carolina,Representative,11,GOP,Chuck Edwards,EDWARDS,11,NC,1677,"EDWARDS, CHUCK",REP,H2NC14050,
546,547,Tyler Lee,North Carolina,Representative,12,GOP,Tyler Lee,LEE,12,NC,1685,"LEE, TYLER",REP,H2NC12229,
547,548,Bo Hines,North Carolina,Representative,13,GOP,Bo Hines,HINES,13,NC,1694,"HINES, ROBERT NICHOLAS",REP,H2NC05157,
548,549,Pat Harrigan,North Carolina,Representative,14,GOP,Pat Harrigan,HARRIGAN,14,NC,NA,NA,NA,H2NC13243,
549,550,Mehmet Oz,Pennsylvania,Senator,N/A,GOP,Mehmet Oz,OZ,0,PA,3768,"OZ, MEHMET DR",REP,S2PA00638,
550,551,Brian Fitzpatrick,Pennsylvania,Representative,1,GOP,Brian Fitzpatrick,FITZPATRICK,1,PA,2325,"FITZPATRICK, BRIAN",REP,H6PA08277,
551,552,Aaron Bashir,Pennsylvania,Representative,2,GOP,Aaron Bashir,BASHIR,2,PA,NA,NA,NA,NA,C00805986
552,553,Christian Nascimento,Pennsylvania,Representative,4,GOP,Christian Nascimento,NASCIMENTO,4,PA,2335,"NASCIMENTO, CHRISTIAN",REP,H2PA04226,
553,554,David Galluch,Pennsylvania,Representative,5,GOP,David Galluch,GALLUCH,5,PA,2343,"GALLUCH, DAVID",REP,H2PA05074,
554,555,Guy Ciarrocchi,Pennsylvania,Representative,6,GOP,Guy Ciarrocchi,CIARROCCHI,6,PA,2351,"CIARROCCHI, GUY",REP,H2PA06197,
555,556,Lisa Scheller,Pennsylvania,Representative,7,GOP,Lisa Scheller,SCHELLER,7,PA,2356,"SCHELLER, LISA",REP,H0PA07132,
556,557,Jim Bognet,Pennsylvania,Representative,8,GOP,Jim Bognet,BOGNET,8,PA,2363,"BOGNET, JIM",REP,H0PA08221,
557,558,Dan Meuser,Pennsylvania,Representative,9,GOP,Dan Meuser,MEUSER,9,PA,2369,"MEUSER, DANIEL",REP,H8PA10147,
558,559,Scott Perry,Pennsylvania,Representative,10,GOP,Scott Perry,PERRY,10,PA,2374,"PERRY, SCOTT",REP,H2PA04135,
559,560,Lloyd K. Smucker,Pennsylvania,Representative,11,GOP,Lloyd K. Smucker,SMUCKER,11,PA,2379,"SMUCKER, LLOYD K.",REP,H6PA16320,
560,561,Mike Doyle,Pennsylvania,Representative,12,GOP,Mike Doyle,DOYLE,12,PA,2386,"DOYLE, MICHAEL",REP,H2PA12070,
561,562,John Joyce,Pennsylvania,Representative,13,GOP,John Joyce,JOYCE,13,PA,2392,"JOYCE, JOHN",REP,H8PA13125,
562,563,Guy Reschenthaler,Pennsylvania,Representative,14,GOP,Guy Reschenthaler,RESCHENTHALER,14,PA,2393,"RESCHENTHALER, GUY MR.",REP,H8PA18199,
563,564,"Glenn ""GT"" Thompson",Pennsylvania,Representative,15,GOP,"Glenn ""GT"" Thompson",THOMPSON,15,PA,2396,"THOMPSON, GLENN MR.",REP,H8PA05071,
564,565,Mike Kelly,Pennsylvania,Representative,16,GOP,Mike Kelly,KELLY,16,PA,2400,"KELLY, GEORGE J JR",REP,H0PA03271,
565,566,Jeremy Shaffer,Pennsylvania,Representative,17,GOP,Jeremy Shaffer,SHAFFER,17,PA,2410,"SHAFFER, JEREMY",REP,H2PA17160,
566,567,Bob Good,Virginia,Representative,5,GOP,Bob Good,GOOD,5,VA,2949,"GOOD, ROBERT G.",REP,H0VA05160,
567,568,Karina Lipsman,Virginia,Representative,8,GOP,Karina Lipsman,LIPSMAN,8,VA,2978,"LIPSMAN, KARINA",REP,H2VA08152,
568,569,Hung Cao,Virginia,Representative,10,GOP,Hung Cao,CAO,10,VA,2997,"CAO, HUNG",REP,H2VA10240,
569,570,Katie Britt,Alabama,Senator,N/A,GOP,Katie Britt,BRITT,0,AL,3264,"BRITT, KATIE BOYD",REP,S2AL00145,
570,571,Jerry Carl,Alabama,Representative,1,GOP,Jerry Carl,CARL,1,AL,NA,NA,NA,H0AL01055,
571,572,Barry Moore,Alabama,Representative,2,GOP,Barry Moore,MOORE,2,AL,NA,NA,NA,H8AL02171,
572,573,Mike Rogers,Alabama,Representative,3,GOP,Mike Rogers,ROGERS,3,AL,NA,NA,NA,H2AL03032,
573,574,Robert Aderholt,Alabama,Representative,4,GOP,Robert Aderholt,ADERHOLT,4,AL,NA,NA,NA,H6AL04098,
574,575,Dale Strong,Alabama,Representative,5,GOP,Dale Strong,STRONG,5,AL,NA,NA,NA,H2AL05102,
575,576,Gary Palmer,Alabama,Representative,6,GOP,Gary Palmer,PALMER,6,AL,NA,NA,NA,H4AL06098,
576,577,Beatrice Nichols,Alabama,Representative,7,GOP,Beatrice Nichols,NICHOLS,7,AL,NA,NA,NA,H2AL07173,
577,578,John Boozman,Arkansas,Senator,N/A,GOP,John Boozman,BOOZMAN,0,AR,3275,"BOOZMAN, SEN. JOHN",REP,S0AR00150,
578,579,Rick Crawford,Arkansas,Representative,1,GOP,Rick Crawford,CRAWFORD,1,AR,NA,NA,NA,H0AR01083,
579,580,French Hill,Arkansas,Representative,2,GOP,French Hill,HILL,2,AR,NA,NA,NA,H4AR02141,
580,581,Steve Womack,Arkansas,Representative,3,GOP,Steve Womack,WOMACK,3,AR,NA,NA,NA,H0AR03055,
581,582,Bruce Westerman,Arkansas,Representative,4,GOP,Bruce Westerman,WESTERMAN,4,AR,NA,NA,NA,H4AR04048,
582,583,Herschel Junior Walker,Georgia,Senator,N/A,GOP,Herschel Junior Walker,WALKER,0,GA,3400,"WALKER, HERSCHEL MR.",REP,S2GA00225,
583,584,"Earl L. ""Buddy"" Carter",Georgia,Representative,1,GOP,"Earl L. ""Buddy"" Carter",CARTER,1,GA,702,"CARTER, EARL LEROY",REP,H4GA01039,
584,585,Chris West,Georgia,Representative,2,GOP,Chris West,WEST,2,GA,707,"WEST, CHRISTOPHER CHRIS",REP,H2GA02155,
585,586,Drew Ferguson,Georgia,Representative,3,GOP,Drew Ferguson,FERGUSON,3,GA,715,"FERGUSON, ANDERSON DREW IV",REP,H6GA03113,
586,587,Jonathan Chavez,Georgia,Representative,4,GOP,Jonathan Chavez,CHAVEZ,4,GA,NA,NA,NA,H2GA04201,
587,588,Christian Zimm,Georgia,Representative,5,GOP,Christian Zimm,ZIMM,5,GA,726,"ZIMM, CHRISTIAN GERARD",REP,H2GA05166,
588,589,Rich McCormick,Georgia,Representative,6,GOP,Rich McCormick,MCCORMICK,6,GA,738,"MCCORMICK, RICHARD DEAN DR.",REP,H0GA07273,
589,590,Mark Gonsalves,Georgia,Representative,7,GOP,Mark Gonsalves,GONSALVES,7,GA,756,"GONSALVES, MARK",REP,H0GA07232,
590,591,Austin Scott,Georgia,Representative,8,GOP,Austin Scott,SCOTT,8,GA,764,"SCOTT, JAMES AUSTIN",REP,H0GA08099,
591,592,Andrew Clyde,Georgia,Representative,9,GOP,Andrew Clyde,CLYDE,9,GA,772,"CLYDE, ANDREW",REP,H0GA09246,
592,593,Mike Collins,Georgia,Representative,10,GOP,Mike Collins,COLLINS,10,GA,793,"COLLINS, MICHAEL A JR",REP,H4GA10071,
593,594,Barry Loudermilk,Georgia,Representative,11,GOP,Barry Loudermilk,LOUDERMILK,11,GA,800,"LOUDERMILK, BARRY",REP,H4GA11061,
594,595,Rick W. Allen,Georgia,Representative,12,GOP,Rick W. Allen,ALLEN,12,GA,804,"ALLEN, RICHARD W",REP,H2GA12121,
595,596,Caesar Gonzales,Georgia,Representative,13,GOP,Caesar Gonzales,GONZALES,13,GA,810,"GONZALES, CAESAR",REP,H0GA13149,
596,597,Marjorie Taylor Greene,Georgia,Representative,14,GOP,Marjorie Taylor Greene,GREENE,14,GA,819,"GREENE, MARJORIE TAYLOR MRS.",REP,H0GA06192,
597,598,Michelle Garcia Holmes,New Mexico,Representative,1,GOP,Michelle Garcia Holmes,HOLMES,1,NM,NA,NA,NA,H0NM01189,
598,599,Yvette Herrell,New Mexico,Representative,2,GOP,Yvette Herrell,HERRELL,2,NM,1867,"HERRELL, STELLA YVETTE",REP,H8NM02156,
599,600,Alexis Martinez Johnson,New Mexico,Representative,3,GOP,Alexis Martinez Johnson,JOHNSON,3,NM,NA,NA,NA,H8NY23175,
600,601,Trent Kelly,Mississippi,Representative,1,GOP,Trent Kelly,KELLY,1,MS,1538,"KELLY, JOHN TRENT",REP,H6MS01131,
601,602,Brian Flowers,Mississippi,Representative,2,GOP,Brian Flowers,FLOWERS,2,MS,1541,"FLOWERS, BRIAN WESLEY",REP,H0MS02082,
602,603,Michael Guest,Mississippi,Representative,3,GOP,Michael Guest,GUEST,3,MS,1545,"GUEST, MICHAEL PATRICK",REP,H8MS03125,
603,604,Mike Ezell,Mississippi,Representative,4,GOP,Mike Ezell,EZELL,4,MS,1551,"EZELL, WALTER MICHAEL",REP,H2MS04258,
604,605,Ryan K. Zinke,Montana,Representative,1,GOP,Ryan K. Zinke,ZINKE,1,MT,NA,NA,NA,H4MT01041,
605,606,Matt Rosendale,Montana,Representative,2,GOP,Matt Rosendale,ROSENDALE,2,MT,1575,"ROSENDALE, MATT MR.",REP,H4MT00050,
606,607,Chuck Grassley,Iowa,Senator,N/A,GOP,Chuck Grassley,GRASSLEY,0,IA,3426,"GRASSLEY, CHARLES E",REP,S0IA00028,
607,608,Mariannette Miller-Meeks,Iowa,Representative,1,GOP,Mariannette Miller-Meeks,MILLER-MEEKS,1,IA,858,"MILLER-MEEKS, MARIANNETTE JANE",REP,H8IA02043,
608,609,Ashley Hinson,Iowa,Representative,2,GOP,Ashley Hinson,HINSON,2,IA,NA,NA,NA,H0IA01174,
609,610,Zach Nunn,Iowa,Representative,3,GOP,Zach Nunn,NUNN,3,IA,871,"NUNN, ZACH",REP,H2IA03119,
610,611,Randy Feenstra,Iowa,Representative,4,GOP,Randy Feenstra,FEENSTRA,4,IA,877,"FEENSTRA, RANDALL",REP,H0IA04145,
611,612,John R. Thune,South Dakota,Senator,N/A,GOP,John R. Thune,THUNE,0,SD,3789,"THUNE, JOHN R.",REP,S2SD00068,
612,613,Dusty Johnson,South Dakota,Representative,At-Large,GOP,Dusty Johnson,JOHNSON,0,SD,2492,"JOHNSON, DUSTY",REP,H8SD01055,
613,614,Claire Gustafson,New Jersey,Representative,1,GOP,Claire Gustafson,GUSTAFSON,1,NJ,1748,"GUSTAFSON, CLAIRE H.",REP,H4NJ01118,
614,615,Jeff Van Drew,New Jersey,Representative,2,GOP,Jeff Van Drew,DREW,2,NJ,NA,NA,NA,H8NJ02166,
615,616,Bob Healey,New Jersey,Representative,3,GOP,Bob Healey,HEALEY,3,NJ,1768,"HEALEY, ROBERT JR",REP,H2NJ03258,
616,617,Christopher H. Smith,New Jersey,Representative,4,GOP,Christopher H. Smith,SMITH,4,NJ,1781,"SMITH, CHRISTOPHER H",REP,H8NJ04014,
617,618,Frank T. Pallotta,New Jersey,Representative,5,GOP,Frank T. Pallotta,PALLOTTA,5,NJ,1785,"PALLOTTA, FRANK",REP,H0NJ05174,
618,619,Susan M. Kiley,New Jersey,Representative,6,GOP,Susan M. Kiley,KILEY,6,NJ,1797,"KILEY, SUSAN M",REP,H2NJ06228,
619,620,Thomas H. Kean Jr.,New Jersey,Representative,7,GOP,Thomas H. Kean Jr.,JR.,7,NJ,NA,NA,NA,H0NJ07261,
620,621,Marcos Arroyo,New Jersey,Representative,8,GOP,Marcos Arroyo,ARROYO,8,NJ,NA,NA,NA,H2NJ08299,
621,622,Billy Prempeh,New Jersey,Representative,9,GOP,Billy Prempeh,PREMPEH,9,NJ,1823,"PREMPEH, WILLIAM SREBOE",REP,H0NJ09200,
622,623,David H. Pinckney,New Jersey,Representative,10,GOP,David H. Pinckney,PINCKNEY,10,NJ,NA,NA,NA,H0NJ10133,
623,624,Paul DeGroot,New Jersey,Representative,11,GOP,Paul DeGroot,DEGROOT,11,NJ,1835,"DEGROOT, PAUL",REP,H2NJ11186,
624,625,Darius Mayfield,New Jersey,Representative,12,GOP,Darius Mayfield,MAYFIELD,12,NJ,1842,"MAYFIELD, DARIUS",REP,H2NJ12127,
625,626,Mark P. Meuser,California,Senator,N/A,GOP,Mark P. Meuser,MEUSER,0,CA,3310,"MEUSER, MARK",REP,S2CA01060,
626,627,Mark P. Meuser,California,Senator (unexpired term),N/A,GOP,Mark P. Meuser,MEUSER,0,CA,3310,"MEUSER, MARK",REP,S2CA01060,
627,628,Doug LaMalfa,California,Representative,1,GOP,Doug LaMalfa,LAMALFA,1,CA,NA,NA,NA,H2CA02142,
628,629,Douglas Brower,California,Representative,2,GOP,Douglas Brower,BROWER,2,CA,NA,NA,NA,H2CA02209,
629,630,Kevin Kiley,California,Representative,3,GOP,Kevin Kiley,KILEY,3,CA,NA,NA,NA,H2CA03157,
630,631,Matt Brock,California,Representative,4,GOP,Matt Brock,BROCK,4,CA,NA,NA,NA,H2CA04148,
631,632,Tom McClintock,California,Representative,5,GOP,Tom McClintock,MCCLINTOCK,5,CA,NA,NA,NA,H8CA04152,
632,633,Tamika Hamilton,California,Representative,6,GOP,Tamika Hamilton,HAMILTON,6,CA,NA,NA,NA,H0CA03128,
633,634,Max Semenenko,California,Representative,7,GOP,Max Semenenko,SEMENENKO,7,CA,NA,NA,NA,H2CA07141,
634,635,Rudy Recile,California,Representative,8,GOP,Rudy Recile,RECILE,8,CA,NA,NA,NA,H2CA00153,
635,636,Tom Patti,California,Representative,9,GOP,Tom Patti,PATTI,9,CA,NA,NA,NA,H2CA09139,
636,637,John Dennis,California,Representative,11,GOP,John Dennis,DENNIS,11,CA,NA,NA,NA,H0CA05016,
637,638,Stephen Slauson,California,Representative,12,GOP,Stephen Slauson,SLAUSON,12,CA,NA,NA,NA,H2CA12240,
638,639,John Duarte,California,Representative,13,GOP,John Duarte,DUARTE,13,CA,NA,NA,NA,H2CA13131,
639,640,Alison Hayden,California,Representative,14,GOP,Alison Hayden,HAYDEN,14,CA,NA,NA,NA,H0CA15247,
640,641,Ritesh Tandon,California,Representative,17,GOP,Ritesh Tandon,TANDON,17,CA,75,"TANDON, RITESH",REP,H0CA17193,
641,642,Peter Hernandez,California,Representative,18,GOP,Peter Hernandez,HERNANDEZ,18,CA,78,"HERNANDEZ, PETER",REP,H2CA18163,
642,643,Jeff Gorman,California,Representative,19,GOP,Jeff Gorman,GORMAN,19,CA,80,"GORMAN, JEFF",REP,H0CA20122,
643,644,Kevin McCarthy,California,Representative,20,GOP,Kevin McCarthy,MCCARTHY,20,CA,86,"MCCARTHY, KEVIN",REP,H6CA22125,
644,645,Michael Maher,California,Representative,21,GOP,Michael Maher,MAHER,21,CA,93,"MAHER, MICHAEL A",REP,H2CA22215,
645,646,David G. Valadao,California,Representative,22,GOP,David G. Valadao,VALADAO,22,CA,99,"VALADAO, DAVID",REP,H2CA20094,
646,647,Jay Obernolte,California,Representative,23,GOP,Jay Obernolte,OBERNOLTE,23,CA,109,"OBERNOLTE, JAY",REP,H0CA08135,
647,648,Brad Allen,California,Representative,24,GOP,Brad Allen,ALLEN,24,CA,112,"ALLEN, BRAD DR.",REP,H2CA24229,
648,649,Brian E. Hawkins,California,Representative,25,GOP,Brian E. Hawkins,HAWKINS,25,CA,125,"HAWKINS, BRIAN",REP,H2CA01177,
649,650,Matt Jacobs,California,Representative,26,GOP,Matt Jacobs,JACOBS,26,CA,133,"JACOBS, MATTHEW",REP,H2CA26133,
650,651,Mike Garcia,California,Representative,27,GOP,Mike Garcia,GARCIA,27,CA,139,"GARCIA, MICHAEL",REP,H0CA25105,
651,652,Wes Hallman,California,Representative,28,GOP,Wes Hallman,HALLMAN,28,CA,142,"HALLMAN, WESLEY PHILLIP",REP,H2CA28188,
652,653,Daniel Bocic Martinez,California,Representative,31,GOP,Daniel Bocic Martinez,MARTINEZ,31,CA,NA,NA,NA,H2CA28162,
653,654,Lucie Lapointe Volotzky,California,Representative,32,GOP,Lucie Lapointe Volotzky,VOLOTZKY,32,CA,175,"VOLOTZKY, LUCIE LAPOINTE",REP,H2CA30283,
654,655,John Mark Porter,California,Representative,33,GOP,John Mark Porter,PORTER,33,CA,182,"PORTER, JOHN MARK MR",REP,H2CA33253,
655,656,Mike Cargile,California,Representative,35,GOP,Mike Cargile,CARGILE,35,CA,195,"CARGILE, MIKE",REP,H0CA35146,
656,657,Joe E. Collins III,California,Representative,36,GOP,Joe E. Collins III,III,36,CA,NA,NA,NA,H0CA43108,
657,658,Eric J. Ching,California,Representative,38,GOP,Eric J. Ching,CHING,38,CA,215,"CHING, ERIC J",REP,H2CA39151,
658,659,Aja Smith,California,Representative,39,GOP,Aja Smith,SMITH,39,CA,NA,NA,NA,H8CA41170,
659,660,Young Kim,California,Representative,40,GOP,Young Kim,KIM,40,CA,229,"KIM, YOUNG",REP,H8CA39240,
660,661,Ken Calvert,California,Representative,41,GOP,Ken Calvert,CALVERT,41,CA,234,"CALVERT, KEN",REP,H2CA37023,
661,662,John Briscoe,California,Representative,42,GOP,John Briscoe,BRISCOE,42,CA,243,"BRISCOE, JOHN",REP,H8CA47078,
662,663,Omar Navarro,California,Representative,43,GOP,Omar Navarro,NAVARRO,43,CA,245,"NAVARRO, OMAR",REP,H6CA44145,
663,664,Paul Jones,California,Representative,44,GOP,Paul Jones,JONES,44,CA,NA,NA,NA,H0CA38140,
664,665,Michelle Steel,California,Representative,45,GOP,Michelle Steel,STEEL,45,CA,251,"STEEL, MICHELLE",REP,H0CA48198,
665,666,Christopher J. Gonzales,California,Representative,46,GOP,Christopher J. Gonzales,GONZALES,46,CA,257,"GONZALES, CHRISTOPHER",REP,H0CA45160,
666,667,Scott Baugh,California,Representative,47,GOP,Scott Baugh,BAUGH,47,CA,267,"BAUGH, SCOTT",REP,H2CA47196,
667,668,Darrell Issa,California,Representative,48,GOP,Darrell Issa,ISSA,48,CA,276,"ISSA, DARRELL",REP,H0CA48024,
668,669,Brian Maryott,California,Representative,49,GOP,Brian Maryott,MARYOTT,49,CA,286,"MARYOTT, BRIAN L MR",REP,H8CA49108,
669,670,Corey Gustafson,California,Representative,50,GOP,Corey Gustafson,GUSTAFSON,50,CA,295,"GUSTAFSON, COREY",REP,H2CA50232,
670,671,Stan Caplan,California,Representative,51,GOP,Stan Caplan,CAPLAN,51,CA,303,"CAPLAN, STAN",REP,H2CA51206,
671,672,Tyler Geffeney,California,Representative,52,GOP,Tyler Geffeney,GEFFENEY,52,CA,310,"GEFFENEY, TYLER",REP,H2CA52188,
672,673,Edwin Thelander,Maine,Representative,1,GOP,Edwin Thelander,THELANDER,1,ME,1307,"THELANDER, EDWIN F MR.",REP,H2ME01131,
673,674,Bruce Poliquin,Maine,Representative,2,GOP,Bruce Poliquin,POLIQUIN,2,ME,1316,"POLIQUIN, BRUCE",REP,H4ME02234,
674,675,Adam Paul Laxalt,Nevada,Senator,N/A,GOP,Adam Paul Laxalt,LAXALT,0,NV,3674,"LAXALT, ADAM",REP,S2NV00324,
675,676,Mark Robertson,Nevada,Representative,1,GOP,Mark Robertson,ROBERTSON,1,NV,1883,"ROBERTSON, MARK",REP,H2NV03153,
676,677,Mark E. Amodei,Nevada,Representative,2,GOP,Mark E. Amodei,AMODEI,2,NV,1892,"AMODEI, MARK EUGENE",REP,H2NV02395,
677,678,April Becker,Nevada,Representative,3,GOP,April Becker,BECKER,3,NV,1898,"BECKER, APRIL",REP,H2NV03161,
678,679,Sam Peters,Nevada,Representative,4,GOP,Sam Peters,PETERS,4,NV,1910,"PETERS, SAMUEL JAMES MR",REP,H0NV04023,
679,680,Tim Scott,South Carolina,Senator,N/A,GOP,Tim Scott,SCOTT,0,SC,3785,"SCOTT, TIMOTHY E.",REP,S4SC00240,
680,681,Nancy Mace,South Carolina,Representative,1,GOP,Nancy Mace,MACE,1,SC,2445,"MACE, NANCY",REP,H0SC01394,
681,682,Joe Wilson,South Carolina,Representative,2,GOP,Joe Wilson,WILSON,2,SC,2458,"WILSON, JOE THE HON.",REP,H2SC02059,
682,683,Jeff Duncan,South Carolina,Representative,3,GOP,Jeff Duncan,DUNCAN,3,SC,2460,"DUNCAN, JEFFREY D MR.",REP,H0SC03077,
683,684,William Timmons,South Carolina,Representative,4,GOP,William Timmons,TIMMONS,4,SC,2468,"TIMMONS, WILLIAM R IV",REP,H8SC04250,
684,685,Ralph Norman,South Carolina,Representative,5,GOP,Ralph Norman,NORMAN,5,SC,2472,"NORMAN, RALPH W. JR.",REP,H8SC05158,
685,686,Duke Buckner,South Carolina,Representative,6,GOP,Duke Buckner,BUCKNER,6,SC,2477,"BUCKNER, DUKE",REP,H2SC06142,
686,687,Russell Fry,South Carolina,Representative,7,GOP,Russell Fry,FRY,7,SC,2487,"FRY, RUSSELL",REP,H2SC07280,
687,688,John Hoeven,North Dakota,Senator,N/A,GOP,John Hoeven,HOEVEN,0,ND,3622,"HOEVEN, JOHN",REP,S0ND00093,
688,689,Kelly Armstrong,North Dakota,Representative,At-Large,GOP,Kelly Armstrong,ARMSTRONG,0,ND,1713,"ARMSTRONG, KELLY",REP,H8ND00096,
689,690,Rob J. Wittman,Virginia,Representative,1,GOP,Rob J. Wittman,WITTMAN,1,VA,2924,"WITTMAN, ROBERT J MR.",REP,H8VA01147,
690,691,Jen A. Kiggans,Virginia,Representative,2,GOP,Jen A. Kiggans,KIGGANS,2,VA,2933,"KIGGANS, JENNIFER",REP,H2VA02064,
691,692,Terry T. Namkung,Virginia,Representative,3,GOP,Terry T. Namkung,NAMKUNG,3,VA,2939,"NAMKUNG, TERRY TOLBERT MR.",REP,H2VA03070,
692,693,Leon Benjamin Sr.,Virginia,Representative,4,GOP,Leon Benjamin Sr.,SR.,4,VA,NA,NA,NA,H0VA04064,
693,694,Ben L. Cline,Virginia,Representative,6,GOP,Ben L. Cline,CLINE,6,VA,2955,"CLINE, BENJAMIN LEE",REP,H8VA06104,
694,695,Yesli I. Vega,Virginia,Representative,7,GOP,Yesli I. Vega,VEGA,7,VA,2967,"VEGA, YESLI",REP,H2VA07261,
695,696,H. Morgan Griffith,Virginia,Representative,9,GOP,H. Morgan Griffith,GRIFFITH,9,VA,2983,"GRIFFITH, H MORGAN",REP,H0VA09055,
696,697,Joe O'Dea,Colorado,Senator,N/A,GOP,Joe O'Dea,O'DEA,0,CO,3333,"O'DEA, JOSEPH MATTHEW",REP,S2CO00241,
697,698,Jennifer Qualteri,Colorado,Representative,1,GOP,Jennifer Qualteri,QUALTERI,1,CO,NA,NA,NA,H2CO01215,
698,699,Marshall Dawson,Colorado,Representative,2,GOP,Marshall Dawson,DAWSON,2,CO,322,"DAWSON, MARSHALL",REP,H2CO02205,
699,700,Lauren Boebert,Colorado,Representative,3,GOP,Lauren Boebert,BOEBERT,3,CO,336,"BOEBERT, LAUREN",REP,H0CO03165,
700,701,Ken Buck,Colorado,Representative,4,GOP,Ken Buck,BUCK,4,CO,344,"BUCK, KENNETH R",REP,H4CO04090,
701,702,Doug Lamborn,Colorado,Representative,5,GOP,Doug Lamborn,LAMBORN,5,CO,352,"LAMBORN, DOUGLAS",REP,H6CO05159,
702,703,Steven Monahan,Colorado,Representative,6,GOP,Steven Monahan,MONAHAN,6,CO,360,"MONAHAN, STEVEN EDWARD",REP,H2CO06214,
703,704,Erik Aadland,Colorado,Representative,7,GOP,Erik Aadland,AADLAND,7,CO,369,"AADLAND, ERIK",REP,H2CO07170,
704,705,Barbara Kirkmeyer,Colorado,Representative,8,GOP,Barbara Kirkmeyer,KIRKMEYER,8,CO,379,"KIRKMEYER, BARBARA",REP,H2CO08079,
705,706,Kathy Salvi,Illinois,Senator,N/A,GOP,Kathy Salvi,SALVI,0,IL,3452,"SALVI, KATHY RAYE",REP,S2IL00267,
