"","Candidate","State","State_processed","District","Party","GOP.Num","Gender.Num","White.Num","Black.Num","Asian.Num","Latino.Num","Middle_Eastern.Num","Native_American.Num","Incumbent.Num","Senator.Num","Trump.Num","Party.Committee.Num","Emily.s.List.Num","Maggie.s.List.Num","Sanders.Num","Renew.America.Num","Winner.Num","2020.White.%","Pres_2020","Comp","Dem-Rep.2020","Dem-Rep.Comp","total_fundraised_sum"
"511","Liam Madden","Vermont","VT","At-Large","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891341161322828,0.306737646559326,0.370335354323985,0.354126522747314,0.210270454905884,30100
"512","Lin Veasey","Alabama","AL","3","DEM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659427881976276,0.323725914516022,0.352228642260063,-0.340260124801945,-0.287069834582691,2600
"513","Linda Nuno","Texas","TX","10","DEM",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.56029893596632,0.396776412083164,0.376243291086464,-0.187757537282287,-0.223175829184613,0
"514","Linda T. Sánchez","California","CA","38","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.134823675670397,0.640765845485865,0.646949674322672,0.301946174902072,0.312979937969874,167540
"515","Lisa Blunt Rochester","Delaware","DE","At-Large","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.585738846888928,0.587821670204956,0.586973399256323,0.189807741909883,0.19479063094476,727203.22
"516","Lisa McClain","Michigan","MI","9","GOP",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.879372149860251,0.640072718666968,0.617435375251672,-0.29449769258076,-0.261548628307093,356328.92
"517","Lisa Murkowski","Alaska","AK","N/A","GOP",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0.575079323307758,0.531228937631618,0.527586302441067,-0.101163691483322,-0.109981928285773,3801802.34
"518","Lisa Scheller","Pennsylvania","PA","7","GOP",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.685762847038366,0.490936468261875,0.474183951216424,0.00621218273855617,0.0295010414437334,1308438.32
"519","Liz Mathis","Iowa","IA","2","DEM",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.859299714514618,0.46785491493275,0.455947945904567,-0.0438883019006908,-0.0585506506761929,1887168.89
"520","Lizzie Fletcher","Texas","TX","7","DEM",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.274369709004194,0.64172379389141,0.631310335810325,0.297294011207307,0.283305367299353,471288.17
"521","Lloyd Doggett","Texas","TX","37","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.52471293516057,0.752078660300512,0.731523178417338,0.526265585078871,0.494539749385851,250591.94
"522","Lloyd K. Smucker","Pennsylvania","PA","11","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.818065695339302,0.59873206657532,0.587802893149263,-0.212548863544773,-0.202611854481551,261502.1
"523","Lois Frankel","Florida","FL","22","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.506553391747484,0.583917913290834,0.589064527363337,0.175823533893785,0.190108701347132,326861.02
"524","Lori Chavez-DeRemer","Oregon","OR","5","GOP",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.787877243139071,0.440283306017326,0.446217042659017,0.087761648325919,0.060060850217012,830424.54
"525","Lori Loureiro Trahan","Massachusetts","MA","3","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.606535382062778,0.624098066254049,0.567961996334092,0.273022693989246,0.161410930493629,354075.51
"526","Lou Correa","California","CA","46","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.148191166552057,0.641207976398946,0.656266291314774,0.304064713584804,0.332452299030341,159142
"527","Louis G. Lyras","Ohio","OH","6","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855595387920623,0.349561425492457,0.390499621724341,-0.287228710340334,-0.196268474447033,15200
"528","Lucie Lapointe Volotzky","California","CA","32","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524552894416884,0.287273203339186,0.27890896576547,0.407320128556613,0.425202145696452,25275
"529","Lucy McBath","Georgia","GA","7","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.29524777915589,0.622747478463472,0.581901663602041,0.258119500904381,0.18503809927936,1530972.87
"530","Luis Pozzolo","Arizona","AZ","7","GOP",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.284554329099396,0.32875738608418,0.32333893623175,0.32764905235782,0.33180615927601,79367.22
"531","Lynnette GreyBull","Wyoming","WY","At-Large","DEM",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.814185985635805,0.265535743320145,0.263994468370261,-0.433826531533973,-0.430506767283142,16350
"532","Lynnette P. Williams","Tennessee","TN","8","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728520806229171,0.306488876053804,0.303889103064691,-0.372699403538781,-0.37523930027118,0
"533","Maclovio Perez Jr.","Texas","TX","27","DEM",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.378861701697682,0.380746617799157,0.374107120686658,-0.223961044820669,-0.233758494251637,0
"534","Madeleine Dean","Pennsylvania","PA","4","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.761329123440084,0.589163169749864,0.584120051799,0.189295384945417,0.187316862605693,477504.59
"535","Madison Gesiotto Gilbert","Ohio","OH","13","GOP",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.756560263402108,0.478844634166156,0.46978476457619,0.028189921936737,0.0370154567787007,495082.08
"536","Madison Horn","Oklahoma","OK","N/A","DEM",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.607975090879747,0.322861743359866,0.323358213572897,-0.330870975120763,-0.314905551502384,119040.12
"537","Maggie Hassan","New Hampshire","NH","N/A","DEM",1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.871596169663216,0.528638411212279,0.451866879879791,0.073742929190516,-0.0678748457828442,13445482.73
"538","Mandela Barnes","Wisconsin","WI","N/A","DEM",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.78626395087108,0.494509369989893,0.495344416386083,0.00629952491259839,0.0132410914702581,18189114.1
"539","Marc Veasey","Texas","TX","33","DEM",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.132351656546982,0.742318536244784,0.747852564102564,0.498862104068178,0.51500641025641,199849.45
"540","Marco Rubio","Florida","FL","N/A","GOP",0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.515387065772992,0.511119292121957,0.507396556781016,-0.0335176495240527,-0.0321326153965347,14839295.1800001
"541","Marcos Arroyo","New Jersey","NJ","8","GOP",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.248774544710668,0.270993034991867,0.238771876784575,0.447512199190891,0.503947059021129,0
"542","Marcus Flowers","Georgia","GA","14","DEM",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680734772295085,0.306571654790182,0.287656511810411,-0.374296941438667,-0.40644641304271,2571243.99000001
"543","Marcus Molinaro","New York","NY","19","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.802100721905966,0.46585187086395,0.445701400397222,0.0462046903237927,0.0742862022289971,1068445.22
"544","Marcy Kaptur","Ohio","OH","9","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.744738949696808,0.476880101485117,0.487798840859696,-0.0291820965902539,0.00147005554213958,1212823.88
"545","María Elvira Salazar","Florida","FL","27","GOP",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.171703580635474,0.497826624337919,0.464619418566741,-0.0031913209402315,0.0591526140911897,1968811.97
"546","Mariannette Miller-Meeks","Iowa","IA","1","GOP",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.8338331761921,0.504001794149391,0.500264408973593,-0.0288325413845787,-0.0301110517689092,1223224.62
"547","Marie Gluesenkamp Perez","Washington","WA","3","DEM",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.752467152297909,0.46329323148487,0.464523477760821,-0.0417350444504788,-0.0555067126711344,1686055.19
"548","Marilyn Strickland","Washington","WA","10","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.600554812052545,0.568965879044781,0.559449345825025,0.175714525538255,0.138288735322414,412623.730000001
"549","Mario Diaz-Balart","Florida","FL","26","GOP",0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.19399886378557,0.588030328193467,0.548583854216953,-0.182997559947366,-0.109740278821411,341439.26
"550","Marisa Wood","California","CA","20","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49381562707183,0.364298657170583,0.342289171951375,-0.248925822343468,-0.298410044882162,239577.1
"551","Marjorie Taylor Greene","Georgia","GA","14","GOP",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.680734772295085,0.68086859622885,0.694102924853121,-0.374296941438667,-0.40644641304271,1934672.42999999
"552","Mark Alford","Missouri","MO","4","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.833155697433205,0.68824328051651,0.667881336136417,-0.396131527010489,-0.368558747956085,401648.71
"553","Mark Ambrose","Michigan","MI","11","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683000072205145,0.394181679732793,0.396064940007612,0.198365003547756,0.183627786791659,248380
"554","Mark DeSaulnier","California","CA","10","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.476591087856092,0.686328394084627,0.659589323877987,0.393664473073522,0.339238877015737,66479
"555","Mark E. Amodei","Nevada","NV","2","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.628154516816586,0.540708898043664,0.537937916423593,-0.110173244173781,-0.133283183395253,433475
"556","Mark E. Green","Tennessee","TN","7","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.694383561822233,0.564143215346414,0.55141584759677,-0.151245800671892,-0.130335200137949,445157.41
"557","Mark Gonsalves","Georgia","GA","7","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29524777915589,0.364627977559091,0.396863564322681,0.258119500904381,0.18503809927936,327993
"558","Mark Harmon","Tennessee","TN","2","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821244714281435,0.344410698045204,0.345851368652076,-0.292178008825214,-0.288138348676055,19925.68
"559","Mark Haugen","North Dakota","ND","At-Large","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816538184095886,0.317774512187037,0.290716216536647,-0.333428170508033,-0.378295947644227,11370
"560","Mark Kelly","Arizona","AZ","N/A","DEM",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.53367068903847,0.493943214385516,0.47897979283012,0.00308894884757421,-0.0220839446819895,36757435.7699969
"561","Mark P. Meuser","California","CA","N/A","GOP",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.346869079068121,0.343282128540452,0.350655274205001,0.291709864400076,0.279322898765264,404584.41
"562","Mark Pocan","Wisconsin","WI","2","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.793241619893717,0.699776461610152,0.696735929340303,0.416337437165002,0.414800770665582,139974.43
"563","Mark R. Holland","Kansas","KS","N/A","DEM",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.722485261481068,0.415595772046098,0.399592191217007,-0.146528989758033,-0.155387733011114,453651.26
"564","Mark Robertson","Nevada","NV","1","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396430149995218,0.447055522321786,0.423008821387787,0.0852569518535192,0.103222571929922,670387.48
"565","Mark Takano","California","CA","39","DEM",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.194893398774109,0.619721635997646,0.616128551559706,0.261300806303487,0.252185575203656,263515.37
"566","Markwayne Mullin","Oklahoma","OK","N/A","GOP",0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.607975090879747,0.65373271848063,0.638263765075281,-0.330870975120763,-0.314905551502384,1901522.85
"567","Marshall Dawson","Colorado","CO","2","GOP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760851853904561,0.287784604831641,0.307589156638518,0.398927597113658,0.342456705316996,16487.09
"568","Martell D. Bivings","Michigan","MI","13","GOP",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367984415972854,0.246194606140269,0.230375632280479,0.495868932494601,0.515107586677088,38850
"569","Mary Brannon","Oklahoma","OK","4","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639977521562883,0.333367514684629,0.329407174032431,-0.309080596421853,-0.299148047518571,0
"570","Mary Gay Scanlon","Pennsylvania","PA","5","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.581052105859066,0.657074260641551,0.647623502943411,0.322771692963692,0.310579244961588,418585
"571","Mary Jo Woods","Texas","TX","17","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529933362625442,0.37931547373118,0.363779309799893,-0.22525244178552,-0.252173913043478,0
"572","Mary Miller","Illinois","IL","15","GOP",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.897219896587,0.683433494197752,0.647637329256501,-0.387448022581722,-0.343731727700307,700276.08
"573","Mary S. Peltola","Alaska","AK","At-Large","DEM",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.575079323307758,0.430065246148296,0.417604374155294,-0.101163691483322,-0.109981928285773,4031072.53
"574","Matt Brock","California","CA","4","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513029692721696,0.304962032366203,0.320759848465457,0.36564063018775,0.336233265927765,2400
"575","Matt Cartwright","Pennsylvania","PA","8","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.746313733385979,0.480369714847591,0.50064303001943,-0.0290816125860374,0.0228856708120152,1739959.25
"576","Matt Castelli","New York","NY","21","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870412151804894,0.427782863470172,0.446235668983507,-0.123615214686262,-0.0748608712987711,1138152.52
"577","Matt Gaetz","Florida","FL","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.69409311498256,0.65104521055417,0.675741222668866,-0.322165362516066,-0.375409531333504,1162243.76999997
"578","Matt Jacobs","California","CA","26","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423853131202898,0.389692590674123,0.412517402408591,0.199763206021333,0.155296011319273,1261394.79
"579","Matt Kilboy","Ohio","OH","14","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859268016729593,0.418555532410659,0.434389864750782,-0.149441212232777,-0.106639030723639,29002.72
"580","Matt Larkin","Washington","WA","8","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691332173795572,0.449956715873884,0.483817574249696,0.0667304537998906,0.015495362321858,649809.38
"581","Matt Rosendale","Montana","MT","2","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.814409541922072,0.621569740908093,0.598161338474474,-0.268418100550096,-0.218765163216398,758411.02
"582","Matthew Diemer","Ohio","OH","7","DEM",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86391314849421,0.447878414363292,0.441487739715489,-0.0922706606044397,-0.0944902155516079,98804
"583","Matthew Fyfe","Indiana","IN","9","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869620981818375,0.353931875702446,0.371853157666852,-0.273892973157805,-0.226523164470836,48981
"584","Matthew Jenkins","New Jersey","NJ","4","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804638995871762,0.381178999794811,0.360077668751668,-0.224750041970565,-0.263391930750304,22105
"585","Matthew Lehman","Kentucky","KY","4","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865603690145984,0.327435184765722,0.348998636686572,-0.327043455320192,-0.279924089684262,192924.68
"586","Max H. Della Pia","New York","NY","23","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879878399579907,0.403822378551297,0.419774177351605,-0.171957283688349,-0.133880132750407,174806.87
"587","Max Miller","Ohio","OH","7","GOP",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.86391314849421,0.540149074967731,0.535977955267097,-0.0922706606044397,-0.0944902155516079,386312
"588","Max N. Rose","New York","NY","11","DEM",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.514401438406324,0.455788643693253,0.52003389420167,-0.0761723310581013,0.0573107909992064,2450427.34
"589","Max Semenenko","California","CA","7","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314004379253944,0.302671663514174,0.312267918706029,0.37171418975057,0.356572837537557,24155.37
"590","Max Steiner","California","CA","1","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61508701532087,0.392715499565545,0.377523200963272,-0.189955636870435,-0.224285670305161,157368.82
"591","Maxine Waters","California","CA","43","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.069190263288624,0.807888087709448,0.831835274911414,0.637825438103963,0.68083570427619,239184
"592","Maxwell ""Max"" Rice","Illinois","IL","9","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592278920545539,0.284872148820088,0.292767654098449,0.413572602379544,0.376363115453715,8501
"593","Maxwell Alejandro Frost","Florida","FL","10","DEM",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.354838206445222,0.651215755766589,0.638754852776941,0.316851700987709,0.299306872773041,814542.29
"594","May Lor Xiong","Minnesota","MN","4","GOP",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.62225646000628,0.300786748441585,0.297132411615233,0.375110597225015,0.350709398468582,83740.07
"595","Mayra Flores","Texas","TX","34","GOP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0791825676315244,0.417124705721124,0.371493411957572,0.155139418441313,0.237689475036396,1966110.97000001
"596","Meg Gorman","Tennessee","TN","3","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778081214162275,0.331366776292169,0.337212486308872,-0.319104996337838,-0.306941401971522,34628.31
"597","Mehmet Oz","Pennsylvania","PA","N/A","GOP",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.734725633906804,0.48833066964387,0.464594190646511,0.011857308730739,0.0491071084249677,11571947.1099999
"598","Melanie Ann Stansbury","New Mexico","NM","1","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.455269809246393,0.560126309106452,0.543847855922472,0.144620585376992,0.128000448141613,1086724.24
"599","Michael ""Mike"" Ford","Georgia","GA","9","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647044908297468,0.304145738465562,0.275406573244774,-0.378859079401797,-0.429630494046866,14400
"600","Michael Bennet","Colorado","CO","N/A","DEM",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.651342099729914,0.553995419069199,0.52175696808216,0.135016180633593,0.0857677951506783,8389005
"601","Michael Cloud","Texas","TX","27","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.378861701697682,0.604707662619826,0.607865614938295,-0.223961044820669,-0.233758494251637,264466.72
"602","Michael Franken","Iowa","IA","N/A","DEM",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.826926603160951,0.448917155714422,0.438533209121858,-0.0819760939776009,-0.0943187826568622,3438250.42
"603","Michael Guest","Mississippi","MS","3","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.592770693754052,0.615394426745592,0.606855859981278,-0.243268235696541,-0.223482070130933,411452.4
"604","Michael J. ""Mike"" Barkley","California","CA","5","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592070691886381,0.427239299309987,0.414006626713259,-0.123344193263517,-0.15389304315813,11604
"605","Michael Maher","California","CA","21","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17883907511027,0.388348187917096,0.399122001606794,0.202727601315314,0.185917594399174,244144
"606","Michael McCaul","Texas","TX","10","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.56029893596632,0.584533949365452,0.599419120271077,-0.187757537282287,-0.223175829184613,450258.82
"607","Michael V. Lawler","New York","NY","17","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.644116704484466,0.443294546901608,0.413217038461415,0.100400267706484,0.153226091227484,674358.67
"608","Michael Zumbluskas","New York","NY","12","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651925232730694,0.137497232870009,0.137367834625393,0.71041256451782,0.70156629223317,5935
"609","Michelle Fischbach","Minnesota","MN","7","GOP",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.881105322776008,0.655542865210891,0.607103172970081,-0.331434824154684,-0.255751265484176,327292.59
"610","Michelle Garcia Holmes","New Mexico","NM","1","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455269809246393,0.41550572372946,0.415847407780859,0.144620585376992,0.128000448141613,156270.03
"611","Michelle Steel","California","CA","45","GOP",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.252070065163713,0.459527116328039,0.459039857873935,0.0618405725678188,0.0631943120803559,2177264.73999997
"612","Michelle Vallejo","Texas","TX","15","DEM",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.152761389697609,0.480535370829244,0.51148312270912,-0.0287623180623836,0.0410252201980415,846397.46
"613","Mikal Williams","Texas","TX","14","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527340098332827,0.350040551500406,0.346905296816455,-0.284992764340124,-0.287845092460343,3940
"614","Mike Bost","Illinois","IL","12","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.868624092283564,0.704932658219923,0.649888022645927,-0.427773560492822,-0.339651050024318,295984.48
"615","Mike Carey","Ohio","OH","15","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.731567573064846,0.52554538943743,0.533900848010437,-0.0675792031801978,-0.090078277886497,592503.44
"616","Mike Cargile","California","CA","35","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148979653408785,0.349302381656967,0.341304587394933,0.279628229156391,0.298265826462426,28720.95
"617","Mike Collins","Georgia","GA","10","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.635818515686774,0.610691589180834,0.628302653373754,-0.234209697441313,-0.273931931118542,318734
"618","Mike Crapo","Idaho","ID","N/A","GOP",0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0.788710928026987,0.638915184352015,0.632203075000633,-0.307971695448188,-0.308440069008801,893430.08
"619","Mike Doyle","Pennsylvania","PA","12","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72875439293783,0.394712770488713,0.362097226187832,0.199502372922384,0.252181085625456,97218
"620","Mike Erickson","Oregon","OR","6","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666924379648038,0.417203321841324,0.42486855537787,0.130697218066307,0.09931371449815,747632.73
"621","Mike Ezell","Mississippi","MS","4","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.656989333005548,0.68246908834222,0.66983906743143,-0.379864588546034,-0.352908414027614,513425.66
"622","Mike Flood","Nebraska","NE","1","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.778765474395172,0.543412193679577,0.567544882975078,-0.110615313095919,-0.163738637282419,1482240.98
"623","Mike France","Connecticut","CT","2","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780240381148882,0.432489155217623,0.445514445007603,0.114723627199914,0.0787023628508676,308353.66
"624","Mike Garcia","California","CA","27","GOP",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3376162646157,0.427248146379618,0.442822730265127,0.123629375525473,0.0944476030881561,2237375.12999998
"625","Mike Kelly","Pennsylvania","PA","16","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.870158786191027,0.596674649736657,0.560863795736503,-0.206383669294359,-0.14634822945325,104800
"626","Mike Levin","California","CA","49","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578529655274246,0.545830218610377,0.51968903820611,0.114093843827174,0.0600317332483908,1904204.33
"627","Mike Quigley","Illinois","IL","5","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.713328123320733,0.689654400517342,0.64064958718166,0.397622215865989,0.323509955213503,103225
"628","Mike Rogers","Alabama","AL","3","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.659427881976276,0.663986039317968,0.639298476842754,-0.340260124801945,-0.287069834582691,1178809.22
"629","Mike Simpson","Idaho","ID","2","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.777109095397438,0.598467880289745,0.592086098305676,-0.229429565383149,-0.234126268739573,258796.47
"630","Mike Thompson","California","CA","4","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.513029692721696,0.670602662553953,0.656993114393222,0.36564063018775,0.336233265927765,507821.69
"631","Mike Turner","Ohio","OH","10","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.707460940976062,0.509131196168829,0.523126025142262,-0.0351999060587031,-0.0690731233605125,539910
"632","Mike Van Someren","Wisconsin","WI","5","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858980745607189,0.37778927416083,0.347720831218981,-0.228401170341335,-0.284272930925653,29230.05
"633","Mikie Sherrill","New Jersey","NJ","11","DEM",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.616457789911065,0.577839104447557,0.547327344204924,0.1682204281883,0.110275478661919,1818584.99
"634","Miriam L. Flisser","New York","NY","16","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396165365245292,0.276541978590812,0.257093739232048,0.436826373868431,0.469460216632459,0
"635","Monica De La Cruz","Texas","TX","15","GOP",0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.152761389697609,0.509297688891627,0.470457902511078,-0.0287623180623836,0.0410252201980415,1493057.18
"636","Monica Tranel","Montana","MT","1","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8481937311847,0.452992586836977,0.469722067589035,-0.0687589032182666,-0.037959430286079,1380520.52
"637","Monte Hodges","Arkansas","AR","1","DEM",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732924124495521,0.28074702223214,0.291143187568334,-0.409063014310023,-0.390632832451165,64167.81
"638","Morgan Luttrell","Texas","TX","8","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.450576085383455,0.629469372079626,0.636867726755003,-0.271829994239263,-0.292145807408728,1165195.11
"639","Morgan McGarvey","Kentucky","KY","3","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.618747944333551,0.60233381157341,0.606608344926102,0.223482954157273,0.231653082120372,1416698.61
