"","index","Candidate","State","Office","District","Party","Candidate_processed","Last_name","District_processed","State_processed","FEC_index","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ID"
"549","540","Christian Castelli","North Carolina","Representative","6","GOP","Christian Castelli","CASTELLI","6","NC","1634","CASTELLI, ROBERT CHRISTIAN","REP","H2NC07161"
"550","541","David Rouzer","North Carolina","Representative","7","GOP","David Rouzer","ROUZER","7","NC","1642","ROUZER, DAVID CHESTON","REP","H2NC07096"
"551","542","Dan Bishop","North Carolina","Representative","8","GOP","Dan Bishop","BISHOP","8","NC","1647","BISHOP, JAMES DANIEL","REP","H0NC09187"
"552","543","Richard Hudson","North Carolina","Representative","9","GOP","Richard Hudson","HUDSON","9","NC","1654","HUDSON, RICHARD L. JR.","REP","H2NC08185"
"553","544","Patrick McHenry","North Carolina","Representative","10","GOP","Patrick McHenry","MCHENRY","10","NC","1661","MCHENRY, PATRICK TIMOTHY","REP","H4NC10047"
"554","545","Chuck Edwards","North Carolina","Representative","11","GOP","Chuck Edwards","EDWARDS","11","NC","1677","EDWARDS, CHUCK","REP","H2NC14050"
"555","546","Tyler Lee","North Carolina","Representative","12","GOP","Tyler Lee","LEE","12","NC","1685","LEE, TYLER","REP","H2NC12229"
"556","547","Bo Hines","North Carolina","Representative","13","GOP","Bo Hines","HINES","13","NC","1694","HINES, ROBERT NICHOLAS","REP","H2NC05157"
"557","548","Pat Harrigan","North Carolina","Representative","14","GOP","Pat Harrigan","HARRIGAN","14","NC",NA,NA,NA,NA
"558","549","Mehmet Oz","Pennsylvania","Senator","N/A","GOP","Mehmet Oz","OZ","0","PA","3768","OZ, MEHMET DR","REP","S2PA00638"
"559","550","Brian Fitzpatrick","Pennsylvania","Representative","1","GOP","Brian Fitzpatrick","FITZPATRICK","1","PA","2325","FITZPATRICK, BRIAN","REP","H6PA08277"
"560","551","Aaron Bashir","Pennsylvania","Representative","2","GOP","Aaron Bashir","BASHIR","2","PA",NA,NA,NA,NA
"561","552","Christian Nascimento","Pennsylvania","Representative","4","GOP","Christian Nascimento","NASCIMENTO","4","PA","2335","NASCIMENTO, CHRISTIAN","REP","H2PA04226"
"562","553","David Galluch","Pennsylvania","Representative","5","GOP","David Galluch","GALLUCH","5","PA","2343","GALLUCH, DAVID","REP","H2PA05074"
"563","554","Guy Ciarrocchi","Pennsylvania","Representative","6","GOP","Guy Ciarrocchi","CIARROCCHI","6","PA","2351","CIARROCCHI, GUY","REP","H2PA06197"
"564","555","Lisa Scheller","Pennsylvania","Representative","7","GOP","Lisa Scheller","SCHELLER","7","PA","2356","SCHELLER, LISA","REP","H0PA07132"
"565","556","Jim Bognet","Pennsylvania","Representative","8","GOP","Jim Bognet","BOGNET","8","PA","2363","BOGNET, JIM","REP","H0PA08221"
"566","557","Dan Meuser","Pennsylvania","Representative","9","GOP","Dan Meuser","MEUSER","9","PA","2369","MEUSER, DANIEL","REP","H8PA10147"
"567","558","Scott Perry","Pennsylvania","Representative","10","GOP","Scott Perry","PERRY","10","PA","2374","PERRY, SCOTT","REP","H2PA04135"
"568","559","Lloyd K. Smucker","Pennsylvania","Representative","11","GOP","Lloyd K. Smucker","SMUCKER","11","PA","2379","SMUCKER, LLOYD K.","REP","H6PA16320"
"569","560","Mike Doyle","Pennsylvania","Representative","12","GOP","Mike Doyle","DOYLE","12","PA","2386","DOYLE, MICHAEL","REP","H2PA12070"
"570","561","John Joyce","Pennsylvania","Representative","13","GOP","John Joyce","JOYCE","13","PA","2392","JOYCE, JOHN","REP","H8PA13125"
"571","562","Guy Reschenthaler","Pennsylvania","Representative","14","GOP","Guy Reschenthaler","RESCHENTHALER","14","PA","2393","RESCHENTHALER, GUY MR.","REP","H8PA18199"
"572","563","Glenn ""GT"" Thompson","Pennsylvania","Representative","15","GOP","Glenn ""GT"" Thompson","THOMPSON","15","PA","2396","THOMPSON, GLENN MR.","REP","H8PA05071"
"573","564","Mike Kelly","Pennsylvania","Representative","16","GOP","Mike Kelly","KELLY","16","PA","2400","KELLY, GEORGE J JR","REP","H0PA03271"
"574","565","Jeremy Shaffer","Pennsylvania","Representative","17","GOP","Jeremy Shaffer","SHAFFER","17","PA","2410","SHAFFER, JEREMY","REP","H2PA17160"
"575","566","Bob Good","Virginia","Representative","5","GOP","Bob Good","GOOD","5","VA","2949","GOOD, ROBERT G.","REP","H0VA05160"
"576","567","Karina Lipsman","Virginia","Representative","8","GOP","Karina Lipsman","LIPSMAN","8","VA","2978","LIPSMAN, KARINA","REP","H2VA08152"
"577","568","Hung Cao","Virginia","Representative","10","GOP","Hung Cao","CAO","10","VA","2997","CAO, HUNG","REP","H2VA10240"
"578","569","Katie Britt","Alabama","Senator","N/A","GOP","Katie Britt","BRITT","0","AL","3264","BRITT, KATIE BOYD","REP","S2AL00145"
"579","570","Jerry Carl","Alabama","Representative","1","GOP","Jerry Carl","CARL","1","AL",NA,NA,NA,NA
"580","571","Barry Moore","Alabama","Representative","2","GOP","Barry Moore","MOORE","2","AL",NA,NA,NA,NA
"581","572","Mike Rogers","Alabama","Representative","3","GOP","Mike Rogers","ROGERS","3","AL",NA,NA,NA,NA
"582","573","Robert Aderholt","Alabama","Representative","4","GOP","Robert Aderholt","ADERHOLT","4","AL",NA,NA,NA,NA
"583","574","Dale Strong","Alabama","Representative","5","GOP","Dale Strong","STRONG","5","AL",NA,NA,NA,NA
"584","575","Gary Palmer","Alabama","Representative","6","GOP","Gary Palmer","PALMER","6","AL",NA,NA,NA,NA
"585","576","Beatrice Nichols","Alabama","Representative","7","GOP","Beatrice Nichols","NICHOLS","7","AL",NA,NA,NA,NA
"586","577","John Boozman","Arkansas","Senator","N/A","GOP","John Boozman","BOOZMAN","0","AR","3275","BOOZMAN, SEN. JOHN","REP","S0AR00150"
"587","578","Rick Crawford","Arkansas","Representative","1","GOP","Rick Crawford","CRAWFORD","1","AR",NA,NA,NA,NA
"588","579","French Hill","Arkansas","Representative","2","GOP","French Hill","HILL","2","AR",NA,NA,NA,NA
"589","580","Steve Womack","Arkansas","Representative","3","GOP","Steve Womack","WOMACK","3","AR",NA,NA,NA,NA
"590","581","Bruce Westerman","Arkansas","Representative","4","GOP","Bruce Westerman","WESTERMAN","4","AR",NA,NA,NA,NA
"591","582","Herschel Junior Walker","Georgia","Senator","N/A","GOP","Herschel Junior Walker","WALKER","0","GA","3400","WALKER, HERSCHEL MR.","REP","S2GA00225"
"592","583","Earl L. ""Buddy"" Carter","Georgia","Representative","1","GOP","Earl L. ""Buddy"" Carter","CARTER","1","GA","702","CARTER, EARL LEROY","REP","H4GA01039"
"593","584","Chris West","Georgia","Representative","2","GOP","Chris West","WEST","2","GA","707","WEST, CHRISTOPHER CHRIS","REP","H2GA02155"
"594","585","Drew Ferguson","Georgia","Representative","3","GOP","Drew Ferguson","FERGUSON","3","GA","715","FERGUSON, ANDERSON DREW IV","REP","H6GA03113"
"595","586","Jonathan Chavez","Georgia","Representative","4","GOP","Jonathan Chavez","CHAVEZ","4","GA",NA,NA,NA,NA
"596","587","Christian Zimm","Georgia","Representative","5","GOP","Christian Zimm","ZIMM","5","GA","726","ZIMM, CHRISTIAN GERARD","REP","H2GA05166"
"597","588","Rich McCormick","Georgia","Representative","6","GOP","Rich McCormick","MCCORMICK","6","GA","738","MCCORMICK, RICHARD DEAN DR.","REP","H0GA07273"
"598","589","Mark Gonsalves","Georgia","Representative","7","GOP","Mark Gonsalves","GONSALVES","7","GA","756","GONSALVES, MARK","REP","H0GA07232"
"599","590","Austin Scott","Georgia","Representative","8","GOP","Austin Scott","SCOTT","8","GA","764","SCOTT, JAMES AUSTIN","REP","H0GA08099"
"600","591","Andrew Clyde","Georgia","Representative","9","GOP","Andrew Clyde","CLYDE","9","GA","772","CLYDE, ANDREW","REP","H0GA09246"
"601","592","Mike Collins","Georgia","Representative","10","GOP","Mike Collins","COLLINS","10","GA","793","COLLINS, MICHAEL A JR","REP","H4GA10071"
"602","593","Barry Loudermilk","Georgia","Representative","11","GOP","Barry Loudermilk","LOUDERMILK","11","GA","800","LOUDERMILK, BARRY","REP","H4GA11061"
"603","594","Rick W. Allen","Georgia","Representative","12","GOP","Rick W. Allen","ALLEN","12","GA","804","ALLEN, RICHARD W","REP","H2GA12121"
"604","595","Caesar Gonzales","Georgia","Representative","13","GOP","Caesar Gonzales","GONZALES","13","GA","810","GONZALES, CAESAR","REP","H0GA13149"
"605","596","Marjorie Taylor Greene","Georgia","Representative","14","GOP","Marjorie Taylor Greene","GREENE","14","GA","819","GREENE, MARJORIE TAYLOR MRS.","REP","H0GA06192"
"606","597","Michelle Garcia Holmes","New Mexico","Representative","1","GOP","Michelle Garcia Holmes","HOLMES","1","NM",NA,NA,NA,NA
"607","598","Yvette Herrell","New Mexico","Representative","2","GOP","Yvette Herrell","HERRELL","2","NM","1867","HERRELL, STELLA YVETTE","REP","H8NM02156"
"608","599","Alexis Martinez Johnson","New Mexico","Representative","3","GOP","Alexis Martinez Johnson","JOHNSON","3","NM",NA,NA,NA,NA
"609","600","Trent Kelly","Mississippi","Representative","1","GOP","Trent Kelly","KELLY","1","MS","1538","KELLY, JOHN TRENT","REP","H6MS01131"
"610","601","Brian Flowers","Mississippi","Representative","2","GOP","Brian Flowers","FLOWERS","2","MS","1541","FLOWERS, BRIAN WESLEY","REP","H0MS02082"
"611","602","Michael Guest","Mississippi","Representative","3","GOP","Michael Guest","GUEST","3","MS","1545","GUEST, MICHAEL PATRICK","REP","H8MS03125"
"612","603","Mike Ezell","Mississippi","Representative","4","GOP","Mike Ezell","EZELL","4","MS","1551","EZELL, WALTER MICHAEL","REP","H2MS04258"
"613","604","Ryan K. Zinke","Montana","Representative","1","GOP","Ryan K. Zinke","ZINKE","1","MT",NA,NA,NA,NA
"614","605","Matt Rosendale","Montana","Representative","2","GOP","Matt Rosendale","ROSENDALE","2","MT","1575","ROSENDALE, MATT MR.","REP","H4MT00050"
"615","606","Chuck Grassley","Iowa","Senator","N/A","GOP","Chuck Grassley","GRASSLEY","0","IA","3426","GRASSLEY, CHARLES E","REP","S0IA00028"
"616","607","Mariannette Miller-Meeks","Iowa","Representative","1","GOP","Mariannette Miller-Meeks","MILLER-MEEKS","1","IA","858","MILLER-MEEKS, MARIANNETTE JANE","REP","H8IA02043"
"617","608","Ashley Hinson","Iowa","Representative","2","GOP","Ashley Hinson","HINSON","2","IA",NA,NA,NA,NA
"618","609","Zach Nunn","Iowa","Representative","3","GOP","Zach Nunn","NUNN","3","IA","871","NUNN, ZACH","REP","H2IA03119"
"619","610","Randy Feenstra","Iowa","Representative","4","GOP","Randy Feenstra","FEENSTRA","4","IA","877","FEENSTRA, RANDALL","REP","H0IA04145"
"620","611","John R. Thune","South Dakota","Senator","N/A","GOP","John R. Thune","THUNE","0","SD","3789","THUNE, JOHN R.","REP","S2SD00068"
"621","612","Dusty Johnson","South Dakota","Representative","At-Large","GOP","Dusty Johnson","JOHNSON","0","SD","2492","JOHNSON, DUSTY","REP","H8SD01055"
"622","613","Claire Gustafson","New Jersey","Representative","1","GOP","Claire Gustafson","GUSTAFSON","1","NJ","1748","GUSTAFSON, CLAIRE H.","REP","H4NJ01118"
"623","614","Jeff Van Drew","New Jersey","Representative","2","GOP","Jeff Van Drew","DREW","2","NJ",NA,NA,NA,NA
"624","615","Bob Healey","New Jersey","Representative","3","GOP","Bob Healey","HEALEY","3","NJ","1768","HEALEY, ROBERT JR","REP","H2NJ03258"
"625","616","Christopher H. Smith","New Jersey","Representative","4","GOP","Christopher H. Smith","SMITH","4","NJ","1781","SMITH, CHRISTOPHER H","REP","H8NJ04014"
"626","617","Frank T. Pallotta","New Jersey","Representative","5","GOP","Frank T. Pallotta","PALLOTTA","5","NJ","1785","PALLOTTA, FRANK","REP","H0NJ05174"
"627","618","Susan M. Kiley","New Jersey","Representative","6","GOP","Susan M. Kiley","KILEY","6","NJ","1797","KILEY, SUSAN M","REP","H2NJ06228"
"628","619","Thomas H. Kean Jr.","New Jersey","Representative","7","GOP","Thomas H. Kean Jr.","JR.","7","NJ",NA,NA,NA,NA
"629","620","Marcos Arroyo","New Jersey","Representative","8","GOP","Marcos Arroyo","ARROYO","8","NJ",NA,NA,NA,NA
"630","621","Billy Prempeh","New Jersey","Representative","9","GOP","Billy Prempeh","PREMPEH","9","NJ","1823","PREMPEH, WILLIAM SREBOE","REP","H0NJ09200"
"631","622","David H. Pinckney","New Jersey","Representative","10","GOP","David H. Pinckney","PINCKNEY","10","NJ",NA,NA,NA,NA
"632","623","Paul DeGroot","New Jersey","Representative","11","GOP","Paul DeGroot","DEGROOT","11","NJ","1835","DEGROOT, PAUL","REP","H2NJ11186"
"633","624","Darius Mayfield","New Jersey","Representative","12","GOP","Darius Mayfield","MAYFIELD","12","NJ","1842","MAYFIELD, DARIUS","REP","H2NJ12127"
"634","625","Mark P. Meuser","California","Senator","N/A","GOP","Mark P. Meuser","MEUSER","0","CA","3310","MEUSER, MARK","REP","S2CA01060"
"635","626","Doug LaMalfa","California","Representative","1","GOP","Doug LaMalfa","LAMALFA","1","CA",NA,NA,NA,NA
"636","627","Douglas Brower","California","Representative","2","GOP","Douglas Brower","BROWER","2","CA",NA,NA,NA,NA
"637","628","Kevin Kiley","California","Representative","3","GOP","Kevin Kiley","KILEY","3","CA",NA,NA,NA,NA
"638","629","Matt Brock","California","Representative","4","GOP","Matt Brock","BROCK","4","CA",NA,NA,NA,NA
"639","630","Tom McClintock","California","Representative","5","GOP","Tom McClintock","MCCLINTOCK","5","CA",NA,NA,NA,NA
"640","631","Tamika Hamilton","California","Representative","6","GOP","Tamika Hamilton","HAMILTON","6","CA",NA,NA,NA,NA
"641","632","Max Semenenko","California","Representative","7","GOP","Max Semenenko","SEMENENKO","7","CA",NA,NA,NA,NA
"642","633","Rudy Recile","California","Representative","8","GOP","Rudy Recile","RECILE","8","CA",NA,NA,NA,NA
"643","634","Tom Patti","California","Representative","9","GOP","Tom Patti","PATTI","9","CA",NA,NA,NA,NA
"644","635","John Dennis","California","Representative","11","GOP","John Dennis","DENNIS","11","CA",NA,NA,NA,NA
"645","636","Stephen Slauson","California","Representative","12","GOP","Stephen Slauson","SLAUSON","12","CA",NA,NA,NA,NA
"646","637","John Duarte","California","Representative","13","GOP","John Duarte","DUARTE","13","CA",NA,NA,NA,NA
"647","638","Alison Hayden","California","Representative","14","GOP","Alison Hayden","HAYDEN","14","CA",NA,NA,NA,NA
"648","639","Ritesh Tandon","California","Representative","17","GOP","Ritesh Tandon","TANDON","17","CA","75","TANDON, RITESH","REP","H0CA17193"
"649","640","Peter Hernandez","California","Representative","18","GOP","Peter Hernandez","HERNANDEZ","18","CA","78","HERNANDEZ, PETER","REP","H2CA18163"
"650","641","Jeff Gorman","California","Representative","19","GOP","Jeff Gorman","GORMAN","19","CA","80","GORMAN, JEFF","REP","H0CA20122"
"651","642","Kevin McCarthy","California","Representative","20","GOP","Kevin McCarthy","MCCARTHY","20","CA","86","MCCARTHY, KEVIN","REP","H6CA22125"
"652","643","Michael Maher","California","Representative","21","GOP","Michael Maher","MAHER","21","CA","93","MAHER, MICHAEL A","REP","H2CA22215"
"653","644","David G. Valadao","California","Representative","22","GOP","David G. Valadao","VALADAO","22","CA","99","VALADAO, DAVID","REP","H2CA20094"
"654","645","Jay Obernolte","California","Representative","23","GOP","Jay Obernolte","OBERNOLTE","23","CA","109","OBERNOLTE, JAY","REP","H0CA08135"
"655","646","Brad Allen","California","Representative","24","GOP","Brad Allen","ALLEN","24","CA","112","ALLEN, BRAD DR.","REP","H2CA24229"
"656","647","Brian E. Hawkins","California","Representative","25","GOP","Brian E. Hawkins","HAWKINS","25","CA","125","HAWKINS, BRIAN","REP","H2CA01177"
"657","648","Matt Jacobs","California","Representative","26","GOP","Matt Jacobs","JACOBS","26","CA","133","JACOBS, MATTHEW","REP","H2CA26133"
"658","649","Mike Garcia","California","Representative","27","GOP","Mike Garcia","GARCIA","27","CA","139","GARCIA, MICHAEL","REP","H0CA25105"
"659","650","Wes Hallman","California","Representative","28","GOP","Wes Hallman","HALLMAN","28","CA","142","HALLMAN, WESLEY PHILLIP","REP","H2CA28188"
"660","651","Daniel Bocic Martinez","California","Representative","31","GOP","Daniel Bocic Martinez","MARTINEZ","31","CA",NA,NA,NA,NA
"661","652","Lucie Lapointe Volotzky","California","Representative","32","GOP","Lucie Lapointe Volotzky","VOLOTZKY","32","CA","175","VOLOTZKY, LUCIE LAPOINTE","REP","H2CA30283"
"662","653","John Mark Porter","California","Representative","33","GOP","John Mark Porter","PORTER","33","CA","182","PORTER, JOHN MARK MR","REP","H2CA33253"
"663","654","Mike Cargile","California","Representative","35","GOP","Mike Cargile","CARGILE","35","CA","195","CARGILE, MIKE","REP","H0CA35146"
"664","655","Joe E. Collins III","California","Representative","36","GOP","Joe E. Collins III","III","36","CA",NA,NA,NA,NA
"665","656","Eric J. Ching","California","Representative","38","GOP","Eric J. Ching","CHING","38","CA","215","CHING, ERIC J","REP","H2CA39151"
"666","657","Aja Smith","California","Representative","39","GOP","Aja Smith","SMITH","39","CA",NA,NA,NA,NA
"667","658","Young Kim","California","Representative","40","GOP","Young Kim","KIM","40","CA","229","KIM, YOUNG","REP","H8CA39240"
"668","659","Ken Calvert","California","Representative","41","GOP","Ken Calvert","CALVERT","41","CA","234","CALVERT, KEN","REP","H2CA37023"
"669","660","John Briscoe","California","Representative","42","GOP","John Briscoe","BRISCOE","42","CA","243","BRISCOE, JOHN","REP","H8CA47078"
"670","661","Omar Navarro","California","Representative","43","GOP","Omar Navarro","NAVARRO","43","CA","245","NAVARRO, OMAR","REP","H6CA44145"
"671","662","Paul Jones","California","Representative","44","GOP","Paul Jones","JONES","44","CA",NA,NA,NA,NA
"672","663","Michelle Steel","California","Representative","45","GOP","Michelle Steel","STEEL","45","CA","251","STEEL, MICHELLE","REP","H0CA48198"
"673","664","Christopher J. Gonzales","California","Representative","46","GOP","Christopher J. Gonzales","GONZALES","46","CA","257","GONZALES, CHRISTOPHER","REP","H0CA45160"
"674","665","Scott Baugh","California","Representative","47","GOP","Scott Baugh","BAUGH","47","CA","267","BAUGH, SCOTT","REP","H2CA47196"
"675","666","Darrell Issa","California","Representative","48","GOP","Darrell Issa","ISSA","48","CA","276","ISSA, DARRELL","REP","H0CA48024"
"676","667","Brian Maryott","California","Representative","49","GOP","Brian Maryott","MARYOTT","49","CA","286","MARYOTT, BRIAN L MR","REP","H8CA49108"
"677","668","Corey Gustafson","California","Representative","50","GOP","Corey Gustafson","GUSTAFSON","50","CA","295","GUSTAFSON, COREY","REP","H2CA50232"
"678","669","Stan Caplan","California","Representative","51","GOP","Stan Caplan","CAPLAN","51","CA","303","CAPLAN, STAN","REP","H2CA51206"
"679","670","Tyler Geffeney","California","Representative","52","GOP","Tyler Geffeney","GEFFENEY","52","CA","310","GEFFENEY, TYLER","REP","H2CA52188"
"680","671","Edwin Thelander","Maine","Representative","1","GOP","Edwin Thelander","THELANDER","1","ME","1307","THELANDER, EDWIN F MR.","REP","H2ME01131"
"681","672","Bruce Poliquin","Maine","Representative","2","GOP","Bruce Poliquin","POLIQUIN","2","ME","1316","POLIQUIN, BRUCE","REP","H4ME02234"
"682","673","Adam Paul Laxalt","Nevada","Senator","N/A","GOP","Adam Paul Laxalt","LAXALT","0","NV","3674","LAXALT, ADAM","REP","S2NV00324"
"683","674","Mark Robertson","Nevada","Representative","1","GOP","Mark Robertson","ROBERTSON","1","NV","1883","ROBERTSON, MARK","REP","H2NV03153"
"684","675","Mark E. Amodei","Nevada","Representative","2","GOP","Mark E. Amodei","AMODEI","2","NV","1892","AMODEI, MARK EUGENE","REP","H2NV02395"
"685","676","April Becker","Nevada","Representative","3","GOP","April Becker","BECKER","3","NV","1898","BECKER, APRIL","REP","H2NV03161"
"686","677","Sam Peters","Nevada","Representative","4","GOP","Sam Peters","PETERS","4","NV","1910","PETERS, SAMUEL JAMES MR","REP","H0NV04023"
"687","678","Tim Scott","South Carolina","Senator","N/A","GOP","Tim Scott","SCOTT","0","SC","3785","SCOTT, TIMOTHY E.","REP","S4SC00240"
"688","679","Nancy Mace","South Carolina","Representative","1","GOP","Nancy Mace","MACE","1","SC","2445","MACE, NANCY","REP","H0SC01394"
"689","680","Joe Wilson","South Carolina","Representative","2","GOP","Joe Wilson","WILSON","2","SC","2458","WILSON, JOE THE HON.","REP","H2SC02059"
"690","681","Jeff Duncan","South Carolina","Representative","3","GOP","Jeff Duncan","DUNCAN","3","SC","2460","DUNCAN, JEFFREY D MR.","REP","H0SC03077"
"691","682","William Timmons","South Carolina","Representative","4","GOP","William Timmons","TIMMONS","4","SC","2468","TIMMONS, WILLIAM R IV","REP","H8SC04250"
"692","683","Ralph Norman","South Carolina","Representative","5","GOP","Ralph Norman","NORMAN","5","SC","2472","NORMAN, RALPH W. JR.","REP","H8SC05158"
"693","684","Duke Buckner","South Carolina","Representative","6","GOP","Duke Buckner","BUCKNER","6","SC","2477","BUCKNER, DUKE","REP","H2SC06142"
"694","685","Russell Fry","South Carolina","Representative","7","GOP","Russell Fry","FRY","7","SC","2487","FRY, RUSSELL","REP","H2SC07280"
"695","686","John Hoeven","North Dakota","Senator","N/A","GOP","John Hoeven","HOEVEN","0","ND","3622","HOEVEN, JOHN","REP","S0ND00093"
"696","687","Kelly Armstrong","North Dakota","Representative","At-Large","GOP","Kelly Armstrong","ARMSTRONG","0","ND","1713","ARMSTRONG, KELLY","REP","H8ND00096"
"697","688","Rob J. Wittman","Virginia","Representative","1","GOP","Rob J. Wittman","WITTMAN","1","VA","2924","WITTMAN, ROBERT J MR.","REP","H8VA01147"
"698","689","Jen A. Kiggans","Virginia","Representative","2","GOP","Jen A. Kiggans","KIGGANS","2","VA","2933","KIGGANS, JENNIFER","REP","H2VA02064"
"699","690","Terry T. Namkung","Virginia","Representative","3","GOP","Terry T. Namkung","NAMKUNG","3","VA","2939","NAMKUNG, TERRY TOLBERT MR.","REP","H2VA03070"
"700","691","Leon Benjamin Sr.","Virginia","Representative","4","GOP","Leon Benjamin Sr.","SR.","4","VA",NA,NA,NA,NA
"701","692","Ben L. Cline","Virginia","Representative","6","GOP","Ben L. Cline","CLINE","6","VA","2955","CLINE, BENJAMIN LEE","REP","H8VA06104"
"702","693","Yesli I. Vega","Virginia","Representative","7","GOP","Yesli I. Vega","VEGA","7","VA","2967","VEGA, YESLI","REP","H2VA07261"
"703","694","H. Morgan Griffith","Virginia","Representative","9","GOP","H. Morgan Griffith","GRIFFITH","9","VA","2983","GRIFFITH, H MORGAN","REP","H0VA09055"
"704","695","Joe O'Dea","Colorado","Senator","N/A","GOP","Joe O'Dea","O'DEA","0","CO","3333","O'DEA, JOSEPH MATTHEW","REP","S2CO00241"
"705","696","Jennifer Qualteri","Colorado","Representative","1","GOP","Jennifer Qualteri","QUALTERI","1","CO",NA,NA,NA,NA
"706","697","Marshall Dawson","Colorado","Representative","2","GOP","Marshall Dawson","DAWSON","2","CO","322","DAWSON, MARSHALL","REP","H2CO02205"
"707","698","Lauren Boebert","Colorado","Representative","3","GOP","Lauren Boebert","BOEBERT","3","CO","336","BOEBERT, LAUREN","REP","H0CO03165"
"708","699","Ken Buck","Colorado","Representative","4","GOP","Ken Buck","BUCK","4","CO","344","BUCK, KENNETH R","REP","H4CO04090"
"709","700","Doug Lamborn","Colorado","Representative","5","GOP","Doug Lamborn","LAMBORN","5","CO","352","LAMBORN, DOUGLAS","REP","H6CO05159"
"710","701","Steven Monahan","Colorado","Representative","6","GOP","Steven Monahan","MONAHAN","6","CO","360","MONAHAN, STEVEN EDWARD","REP","H2CO06214"
"711","702","Erik Aadland","Colorado","Representative","7","GOP","Erik Aadland","AADLAND","7","CO","369","AADLAND, ERIK","REP","H2CO07170"
"712","703","Barbara Kirkmeyer","Colorado","Representative","8","GOP","Barbara Kirkmeyer","KIRKMEYER","8","CO","379","KIRKMEYER, BARBARA","REP","H2CO08079"
"713","704","Kathy Salvi","Illinois","Senator","N/A","GOP","Kathy Salvi","SALVI","0","IL","3452","SALVI, KATHY RAYE","REP","S2IL00267"
"714","705","Eric Carlson","Illinois","Representative","1","GOP","Eric Carlson","CARLSON","1","IL","910","CARLSON, ERIC JOSEPH MR.","REP","H2IL01323"
"715","706","Thomas Lynch","Illinois","Representative","2","GOP","Thomas Lynch","LYNCH","2","IL",NA,NA,NA,NA
"716","707","Justin Burau","Illinois","Representative","3","GOP","Justin Burau","BURAU","3","IL","920","BURAU, JUSTIN","REP","H2IL06082"
"717","708","James Falakos","Illinois","Representative","4","GOP","James Falakos","FALAKOS","4","IL",NA,NA,NA,NA
"718","709","Tommy Hanson","Illinois","Representative","5","GOP","Tommy Hanson","HANSON","5","IL","928","HANSON, TOMMY","REP","H2IL05241"
"719","710","Keith Pekau","Illinois","Representative","6","GOP","Keith Pekau","PEKAU","6","IL","939","PEKAU, KEITH","REP","H2IL06116"
"720","711","Chris Dargis","Illinois","Representative","8","GOP","Chris Dargis","DARGIS","8","IL","949","DARGIS, CHRISTOPHER BRYANT","REP","H2IL08187"
"721","712","Maxwell ""Max"" Rice","Illinois","Representative","9","GOP","Maxwell ""Max"" Rice","RICE","9","IL","955","RICE, MAXWELL","REP","H8IL09174"
"722","713","Joseph Severino","Illinois","Representative","10","GOP","Joseph Severino","SEVERINO","10","IL","962","SEVERINO, JOSEPH","REP","H0IL10393"
"723","714","Catalina Lauf","Illinois","Representative","11","GOP","Catalina Lauf","LAUF","11","IL","973","LAUF, CATALINA","REP","H2IL16107"
"724","715","Mike Bost","Illinois","Representative","12","GOP","Mike Bost","BOST","12","IL","979","BOST, MICHAEL","REP","H4IL12060"
"725","716","Regan Deering","Illinois","Representative","13","GOP","Regan Deering","DEERING","13","IL","984","DEERING, REGAN","REP","H2IL13179"
"726","717","Scott R. Gryder","Illinois","Representative","14","GOP","Scott R. Gryder","GRYDER","14","IL","992","GRYDER, SCOTT","REP","H2IL14102"
"727","718","Mary Miller","Illinois","Representative","15","GOP","Mary Miller","MILLER","15","IL","1003","MILLER, MARY","REP","H0IL15129"
"728","719","Darin LaHood","Illinois","Representative","16","GOP","Darin LaHood","LAHOOD","16","IL","1016","LAHOOD, DARIN MCKAY","REP","H6IL18088"
"729","720","Esther Joy King","Illinois","Representative","17","GOP","Esther Joy King","KING","17","IL","1024","KING, ESTHER JOY","REP","H0IL17083"
"730","721","Joe Pinion","New York","Senator","N/A","GOP","Joe Pinion","PINION","0","NY","3689","PINION, JOSEPH III","REP","S2NY00499"
"731","722","James Lankford","Oklahoma","Senator","N/A","GOP","James Lankford","LANKFORD","0","OK","3733","LANKFORD, JAMES PAUL","REP","S4OK00232"
"732","723","Markwayne Mullin","Oklahoma","Senator","N/A","GOP","Markwayne Mullin","MULLIN","0","OK","3726","MULLIN, MARKWAYNE","REP","S2OK00186"
"733","724","Kevin Hern","Oklahoma","Representative","1","GOP","Kevin Hern","HERN","1","OK","2237","HERN, KEVIN","REP","H8OK01157"
"734","725","Josh Brecheen","Oklahoma","Representative","2","GOP","Josh Brecheen","BRECHEEN","2","OK","2253","BRECHEEN, JOSH","REP","H2OK02315"
"735","726","Frank D. Lucas","Oklahoma","Representative","3","GOP","Frank D. Lucas","LUCAS","3","OK","2258","LUCAS, FRANK D.","REP","H4OK06056"
"736","727","Tom Cole","Oklahoma","Representative","4","GOP","Tom Cole","COLE","4","OK","2260","COLE, TOM","REP","H2OK04055"
"737","728","Stephanie Bice","Oklahoma","Representative","5","GOP","Stephanie Bice","BICE","5","OK","2266","BICE, STEPHANIE","REP","H0OK05205"
"738","729","Mike Lee","Utah","Senator","N/A","GOP","Mike Lee","LEE","0","UT","3820","LEE, MIKE","REP","S0UT00165"
