"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women"
"96","George Thomas Holland","Male","White","","","No","No","Indiana","5/3/22","Representative","6","3,337","27%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"97","Cynthia ""Cinde"" Wirth","Female","White","","","No","No","Indiana","5/3/22","Representative","6","9,057","73%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"98","André D. Carson","Male","Black","","","Yes","No","Indiana","5/3/22","Representative","7","36,242","94%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"99","Curtis D. Godfrey","Male","Black","","","No","Yes","Indiana","5/3/22","Representative","7","1,526","4%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"100","Pierre Quincy Pullins","Male","Black","","","No","Yes","Indiana","5/3/22","Representative","7","830","2%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"101","Adnan H. Dhahir","Male","White","Middle Eastern (Iraqi)","","No","No","Indiana","5/3/22","Representative","8","4,429","19%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"102","Ray McCormick","Male","White","","","No","No","Indiana","5/3/22","Representative","8","16,465","70%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"103","Peter F.H. Priest II","Male","White","","","No","No","Indiana","5/3/22","Representative","8","2,731","12%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"104","Isak Asare","Male","Black","","","No","No","Indiana","5/3/22","Representative","9","6,305","29%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"105","D. Liam Dorris","Male","White","","","No","No","Indiana","5/3/22","Representative","9","3,023","14%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"106","Matthew Fyfe","Male","White","","","No","No","Indiana","5/3/22","Representative","9","12,240","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"107","Morgan Harper","Female","Black","","","No","No","Ohio","5/3/22","Senator","N/A","92,347","18%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"108","Traci ""TJ"" Johnson","Female","Black","","","No","No","Ohio","5/3/22","Senator","N/A","65,209","13%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"109","Tim Ryan","Male","White","","","No","No","Ohio","5/3/22","Senator","N/A","359,941","70%","Won","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"110","Greg Landsman","Male","White","","","No","No","Ohio","5/3/22","Representative","1","28,330","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"111","Alan Darnowsky","Male","White","","","No","No","Ohio","5/3/22","Representative","2","4,541","28%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"112","Samantha Meadows","Female","White ","","","No","No","Ohio","5/3/22","Representative","2","11,694","72%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"113","Joyce Beatty","Female","Black","","","Yes","No","Ohio","5/3/22","Representative","3","48,241","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"114","Jeffrey A. Sites","Male","White","","","No","No","Ohio","5/3/22","Representative","4","10,160","48%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"115","Tamie Wilson","Female","Black","White","","No","No","Ohio","5/3/22","Representative","4","10,804","52%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"116","Martin Heberling III","Male","White","","","No","No","Ohio","5/3/22","Representative","5","11,812","45%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"117","Craig Swartz","Male","White","","","No","No","Ohio","5/3/22","Representative","5","14,590","55%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"118","Martin Alexander","Male","Black","","","No","No","Ohio","5/3/22","Representative","6","5,359","24%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"119","Eric S. Jones","Male","White","","","No","No","Ohio","5/3/22","Representative","6","7,496","34%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"120","Louis G. Lyras","Male","White","","","No","No","Ohio","5/3/22","Representative","6","9,056","41%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"121","Matthew Diemer","Male","White","Black","","No","No","Ohio","5/3/22","Representative","7","12,636","63%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"122","Tristan Rader","Male","White","","","No","No","Ohio","5/3/22","Representative","7","7,500","37%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"123","Vanessa Enoch","Female","Black","","","No","No","Ohio","5/3/22","Representative","8","18,290","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"124","Marcy Kaptur","Female","White","","","Yes","No","Ohio","5/3/22","Representative","9","32,968","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"125","Kirk Benjamin","Male","Unknown","","","No","No","Ohio","5/3/22","Representative","10","5,760","17%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"126","David Esrati","Male","White","","","No","No","Ohio","5/3/22","Representative","10","10,473","31%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"127","Jeff Hardenbrook","Male","White ","","","No","No","Ohio","5/3/22","Representative","10","8,633","26%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"128","Baxter Stapleton","Male","White","","","No","No","Ohio","5/3/22","Representative","10","8,529","26%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"129","Shontel Brown","Female","Black","","","Yes","No","Ohio","5/3/22","Representative","11","44,841","66%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","No","No","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"130","Nina Turner","Female","Black","","","No","Yes","Ohio","5/3/22","Representative","11","22,830","34%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","Yes","Yes","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"131","Michael Fletcher","Male","White","","","No","No","Ohio","5/3/22","Representative","12","9,717","43%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"132","Amy Rippel-Elton","Female","White","","","No","No","Ohio","5/3/22","Representative","12","12,712","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"133","Emilia Sykes","Female","Black","","","No","No","Ohio","5/3/22","Representative","13","36,245","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"134","Matt Kilboy","Male","White","","","No","No","Ohio","5/3/22","Representative","14","34,499","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"135","Gary Josephson","Male","Unknown","","","No","No","Ohio","5/3/22","Representative","15","9,030","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"136","John Cranley","Male","White","","","No","No","Ohio","5/3/22","Governor","N/A","178,132","35%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"137","Nan Whaley","Female","White","","","No","No","Ohio","5/3/22","Governor","N/A","331,014","65%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"138","Lacy Watson","Male","Black","","","No","No","West Virginia","5/10/22","Representative","1","32,686","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"139","Angela J. Dwyer","Female","Black","","","No","No","West Virginia","5/10/22","Representative","2","16,653","43%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"140","Barry Lee Wendell","Male","White","","","No","No","West Virginia","5/10/22","Representative","2","22,139","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"141","Patty Pansing Brooks","Female","White","","","No","No","Nebraska","5/10/22","Representative","1","31,808","87%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"142","Jazari Kual Zakaria","Male","Black","","","No","No","Nebraska","5/10/22","Representative","1","4,944","13%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"143","Alisha Shelton","Female","Black","","","No","No","Nebraska","5/10/22","Representative","2","14,585","31%","Lost","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"144","Tony Vargas","Male","Latino (Peruvian)","","","No","No","Nebraska","5/10/22","Representative","2","31,930","69%","Won","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"145","David J. Else","Male","White","","","No","No","Nebraska","5/10/22","Representative","3","8,701","52%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"146","Daniel M. Wik","Male","White","","","No","No","Nebraska","5/10/22","Representative","3","7,968","48%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"147","Carol Blood","Female","White","","","No","No","Nebraska","5/10/22","Governor","N/A","88,859","89%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"148","Roy A. Harris","Male","White","","","No","No","Nebraska","5/10/22","Governor","N/A","11,267","11%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"149","Joshua Wesley Blanton Sr.","Male","White","","","No","No","Kentucky","5/17/22","Senator","N/A","30,980","11%","Lost","N/A","N/A","N/A","N/A","N/A","No","No","N/A","No","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"150","Charles Booker","Male","Black","","","No","No","Kentucky","5/17/22","Senator","N/A","214,245","73%","Won","N/A","N/A","N/A","N/A","N/A","Yes","Yes","N/A","Yes","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"151","Ruth Gao","Female","White","","","No","No","Kentucky","5/17/22","Senator","N/A","18,154","6%","Lost","N/A","N/A","N/A","N/A","N/A","No","No","N/A","No","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"152","John Merrill","Male","White","","","No","No","Kentucky","5/17/22","Senator","N/A","28,931","10%","Lost","N/A","N/A","N/A","N/A","N/A","No","No","N/A","No","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"153","Jimmy C. Ausbrooks","Male","White","","","No","No","Kentucky","5/17/22","Representative","1","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"154","William Dakota Compton","Male","White","","","No","No","Kentucky","5/17/22","Representative","2","14,465","42%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"155","Hank Linderman","Male","White","","","No","No","Kentucky","5/17/22","Representative","2","20,174","58%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"156","Morgan McGarvey","Male","White","","","No","No","Kentucky","5/17/22","Representative","3","52,157","63%","Won","N/A","N/A","N/A","N/A","N/A","N/A","No","No","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"157","Attica Scott","Female","Black","","","No","No","Kentucky","5/17/22","Representative","3","30,183","37%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","Yes","Yes","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"158","Matthew Lehman","Male","White","","","No","No","Kentucky","5/17/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"159","Conor Halbleib","Male","White","","","No","No","Kentucky","5/17/22","Representative","5","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"160","Chris Preece","Male","White","","","No","No","Kentucky","5/17/22","Representative","6","24,007","48%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"161","Geoffrey M. ""Geoff"" Young","Male","White","","","No","No","Kentucky","5/17/22","Representative","6","25,722","52%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"162","William E. Barlow III","Male","White","","","No","Yes","Oregon","5/17/22","Senator","N/A","35,025","7%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"163","Brent Thompson","Male","White","","","No","Yes","Oregon","5/17/22","Senator","N/A","17,197","3%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"164","Ron Wyden","Male","White","","","Yes","No","Oregon","5/17/22","Senator","N/A","439,665","89%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"165","Suzanne Bonamici","Female","White","","","Yes","No","Oregon","5/17/22","Representative","1","80,317","88%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"166","Scott Phillips","Male","White","","","No","Yes","Oregon","5/17/22","Representative","1","7,832","9%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"167","Christian Robertson","Male","White","","","No","Yes","Oregon","5/17/22","Representative","1","2,625","3%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"168","Adam Prine","Male","White","","","No","No","Oregon","5/17/22","Representative","2","11,669","29%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"169","Joe Yetter","Male","White","","","No","No","Oregon","5/17/22","Representative","2","27,814","69%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"170","Earl Blumenauer","Male","White","","","Yes","No","Oregon","5/17/22","Representative","3","96,386","94%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"171","Jonathan E. Polhemus","Male","White","","","No","Yes","Oregon","5/17/22","Representative","3","5,392","5%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"172","Sami Al-Abdrabbuh","Male","Middle Eastern (Saudi)","","","No","No","Oregon","5/17/22","Representative","4","6,080","7%","Lost","N/A","N/A","N/A","No","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"173","Doyle E. Canning","Female","White","","","No","No","Oregon","5/17/22","Representative","4","14,245","16%","Lost","N/A","N/A","N/A","No","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"174","Val Hoyle","Female","White","","","No","No","Oregon","5/17/22","Representative","4","56,153","64%","Won","N/A","N/A","N/A","Yes","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"175","Andrew Kalloch","Male","White","","","No","No","Oregon","5/17/22","Representative","4","4,322","5%","Lost","N/A","N/A","N/A","No","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"176","Steve William Laible","Male","White","","","No","No","Oregon","5/17/22","Representative","4","292","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"177","Jake Matthews","Male","Asian (Indian)","","","No","No","Oregon","5/17/22","Representative","4","607","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"178","John S. Selker","Male","White","","","No","No","Oregon","5/17/22","Representative","4","4,738","5%","Lost","N/A","N/A","N/A","No","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"179","G. Tommy Smith","Male","White","","","No","No","Oregon","5/17/22","Representative","4","1,278","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"180","Jamie McLeod-Skinner","Female","White","","","No","Yes","Oregon","5/17/22","Representative","5","47,148","55%","Won","N/A","N/A","N/A","N/A","N/A","Yes","Yes","Yes","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"181","Kurt Schrader","Male","White","","","Yes","No","Oregon","5/17/22","Representative","5","38,726","45%","Lost","N/A","N/A","N/A","N/A","N/A","No","No","No","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"182","Teresa Alonso Leon","Female","Latino (Mexican)","","","No","No","Oregon","5/17/22","Representative","6","4,626","7%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"183","Ricky Barajas","Male","Latino (Mexican)","","","No","No","Oregon","5/17/22","Representative","6","292","0%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"184","Carrick Flynn","Male","White","","","No","No","Oregon","5/17/22","Representative","6","13,052","18%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"185","Greg Goodwin","Male","Unknown","","","No","No","Oregon","5/17/22","Representative","6","217","0%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"186","Kathleen Harder","Female","White","","","No","No","Oregon","5/17/22","Representative","6","5,510","8%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"187","Cody Reynolds","Male","White","","","No","No","Oregon","5/17/22","Representative","6","7,951","11%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"188","Andrea Salinas","Female","White","","","No","No","Oregon","5/17/22","Representative","6","26,101","37%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"189","Loretta Smith","Female","Black","","","No","No","Oregon","5/17/22","Representative","6","7,064","10%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"190","Matt West","Male","White","","","No","No","Oregon","5/17/22","Representative","6","5,658","8%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"191","David Beem","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","1,308","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"192","Julian Bell","Male","Unknown","","","No","No","Oregon","5/17/22","Governor","N/A","3,926","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"193","Wilson R. Bright","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","2,316","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"194","George L. Carrillo","Male","Latino (Ecuadorian)","","","No","No","Oregon","5/17/22","Governor","N/A","9,365","2%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"195","Michael Cross","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","1,342","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"196","Ifeanyichukwu C. Diru","Male","Black (Nigerian)","","","No","No","Oregon","5/17/22","Governor","N/A","1,780","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"197","Peter W. Hall","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","982","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"198","Tina Kotek","Female","White","","","No","No","Oregon","5/17/22","Governor","N/A","275,301","56%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"199","Keisha Lanell Merchant","Female","Black","","","No","No","Oregon","5/17/22","Governor","N/A","1,755","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"200","Tobias Read","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","156,017","32%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"201","Patrick E. Starnes","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","10,524","2%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"202","Dave W. Stauffer","Male","White","","","No","No","Oregon","5/17/22","Governor","N/A","2,302","0%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
